object_name,kepler_name,disposition,koi_pdisposition,orbital_period,transit_depth,planet_radius,koi_teq,koi_insol,stellar_teff,stellar_radius,koi_smass,koi_slogg,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,impact_parameter,transit_duration,koi_ingress,koi_dor,source,tid,toipfx,st_tmag,st_logg,st_dist,toi_created,ra,dec,pl_name,pl_letter,pl_eqt,st_mass
,,,,16.2713,0.0418,2.77,,,,1.27,,,,,,,,7.68,,,K2,,,,,,,127.761137,16.9004702,K2-337 b,b,,
,,,,4.61244,0.2194,1.27,,,,0.256,,,,,,,,1.1448,,,K2,,,,,,,54.7514566,19.1199667,K2-88 b,b,,
,,,,14.074524,,3.57854073,,,5967.0,1.333718,,,,,,,,,,,K2,,,,4.17,,,11.2983678,6.4815879,K2-217 b,b,,1.102661
,,,,18.718269,,3.77,,,5139.0,0.85,,,,,,,,,,,K2,,,,4.49,,,125.9528309,22.6339399,K2-276 b,b,583.0,0.82
,,,,14.129714,,2.2,,,5065.0,0.74,,,,,,,,,,,K2,,,,4.61,,,129.2823699,20.3992512,K2-274 b,b,589.0,0.81
,,,,2.87162,0.039,1.9,,,,0.919,,,,,,,,2.376,,,K2,,,,,,,132.5235618,23.1924709,K2-187 c,c,,
,,,,10.00361,0.146,2.57,,,4077.0,0.62,,,,,,,,2.88,,,K2,,,,,,,174.7455392,-3.9055746,K2-4 b,b,,
,,,,10.099,0.0179,,,,5605.6,0.980624,,,,,,,,3.70992,,,K2,,,,4.45114,,,205.3630485,-13.1608686,K2-190 b,b,,0.991
,,,,9.978541,0.0206,2.36509493,,,6310.0,1.499,,,,,,,,3.6,,,K2,,,,4.122,,,336.5761233,-18.011665,K2-167 b,b,1220.0,1.084
,,,,4.145398,,1.1956395,,,6035.0,1.309274,,,,,,,,,,,K2,,,,4.16,,,130.1551381,13.0146799,K2-269 b,b,,
,,,,17.96753,0.099,2.23,,,4320.0,0.66,,,,,,,,,,,K2,,,,,,,178.3296746,6.4123178,K2-17 b,b,487.0,0.71
,,,,2.34951024,0.817,,,,7418.48,1.50652,,,,,,,,2.432,,,K2,,,,4.31257,,,59.6471914,25.3885872,EPIC 211147528.01,,,1.7
,,,,7.05647,0.0554,2.76,,,,1.09,,,,,,,,4.464,,,K2,,,,,,,17.3825067,-0.5177539,K2-204 b,b,,
,,,,2.871348,,1.8,,,,0.96,,,,,,,,2.1888,,,K2,,,,,,,132.5235618,23.1924709,K2-187 c,c,,
,,,,2.349545,0.757,15.3,,,,1.695,,,,,,,,2.712,,,K2,,,,,,,59.6471914,25.3885872,EPIC 211147528.01,,,
,,,,6.18026138745,0.53838458,13.70374653,,,6513.0,1.73931,,,,,,,,4.1830206,,,K2,,,,4.08,,,78.9198197,16.2786991,EPIC 246851721 b,b,1406.03,
,,,,5.746007,0.365,2.025,,,3348.0,0.3073,,,,,,,,1.3368,,,K2,,,,4.926,,,134.7188514,21.0747961,G 9-40 b,b,456.0,0.29
,,,,9.715043,,1.345,,,3623.0,0.348,,,,,,,,,,,K2,,,,4.874,,,20.4998403,0.7509701,K2-384 e,e,,0.33
,,,,15.85412,0.0598,2.34,,,5495.0,0.88,,,,,,,,3.88,,,K2,,,,,,,333.1100738,-16.3418863,K2-168 b,b,,
,,,,4.38393,0.0324,0.701,,,,0.371,,,,,,,,1.776,,,K2,,,,,,,14.5176494,-0.193258,K2-148 b,b,,
,,,,5.65621,0.03342,3.13,,,,1.617,,,,,,,,4.296,,,K2,,,,,,,174.011661,-2.5209338,K2-44 b,b,,
,,,,10.366,0.124,,,,3675.0,0.539401,,,,,,,,1.89192,,,K2,,,,4.7031,,,132.7075876,21.7890367,K2-345 b,b,,0.535622
,,,,7.95478,,2.1,,,3978.0,0.649,,,,,,,,,,,K2,,,,4.645,,,189.0015173,-2.6696217,K2-154 c,c,,0.672
,,,,15.852975,,3.13,,,5713.0,0.99,,,,,,,,,,,K2,,,,4.42,,,199.8315191,-8.5095364,K2-195 b,b,720.0,0.94
,,,,20.6714,0.0455,1.47,,,,0.655,,,,,,,,2.472,,,K2,,,,,,,334.0195539,-10.5673649,EPIC 206159027.02,,,
,,,,13.841901,,2.5,,,5695.0,0.95,,,,,,,,2.94,,,K2,,,,4.48,,,289.0918242,-15.7712178,K2-231 b,b,,1.01
,,,,8.406726,,10.61,,,4717.0,4.47,,,,,,,,,,,K2,,,,3.22,,,127.762837,10.8475571,K2-97 b,b,1499.0,1.2
,,,,11.561052,,2.03,,,5920.0,1.09,,,,,,,,3.73,,,K2,,,,4.36,,,133.1218996,21.2386816,K2-342 b,b,861.0,1.01
,,,,4.38395,,1.33,,,4079.0,0.632,,,,,,,,,,,K2,,,,4.653,,,14.5176494,-0.193258,K2-148 b,b,,0.65
,,,,13.837814,0.0663,1.96,,,4535.0,0.7,,,,,,,,2.84,,,K2,,,,,,,168.9366786,0.4880606,EPIC 201497682.01,,,
,,,,8.239493,,1.04,,,3459.09,0.36001,,,,,,,,,,,K2,,,,,,,289.1485491,-25.6463233,K2-129 b,b,,0.360031
,,,,5.749481,0.0753,2.93,,,,0.765,,,,,,,,,,,K2,,,,,,,130.082542,18.6929046,EPIC 211897691.01,,,
,,,,11.71885,0.1434,3.34,,,,0.872,,,,,,,,4.872,,,K2,,,,,,,129.7768928,19.0100046,K2-273 b,b,,
,,,,50.818947,,2.41,,,5368.0,0.85,,,,,,,,,,,K2,,,,,,,129.6821253,15.6806039,K2-263 b,b,470.0,0.88
,,,,15.611,,2.884,,,6252.6,1.22,,,,,,,,3.304,,,K2,,,,4.372,,,129.6894456,23.6852651,HD 73344 b,b,911.0,1.2
,,,,14.67665,0.0749,1.94,,,,0.682,,,,,,,,3.336,,,K2,,,,,,,130.3439097,18.9338205,K2-101 b,b,,
,,,,20.27285,1.7257,11.55,,,,0.831,,,,,,,,3.8592,,,K2,,,,,,,126.5535002,12.281851,K2-115 b,b,,
,,,,4.0460654,0.649,14.94,,,,1.696,,,,,,,,4.9488,,,K2,,,,,,,19.5505861,2.7027847,WASP-118 b,b,,1.32
,,,,59.847399221,1.13927508,11.75567728,,,5765.3,1.09215,,,,,,,,4.3696664,,,K2,,,,4.38,,,54.2743233,19.4995945,EPIC 210775710.01,,211.04,
,,,,9.975403,0.0275,2.13,,,6063.0,1.18,,,,,,,,3.27,,,K2,,,,,,,336.5761233,-18.011665,K2-167 b,b,,
,,,,3.471341,,4.75,,,3889.72,0.587449,,,,,,,,,,,K2,,,,,,,169.117028,-3.9754405,K2-43 b,b,,0.598864
,,,,7.38711,0.0882,1.92,,,,0.625,,,,,,,,2.5872,,,K2,,,,,,,203.5467021,-13.5769705,K2-126 b,b,,
,,,,23.226,0.0469,,,,6055.0,0.94987,,,,,,,,3.03792,,,K2,,,,4.53582,,,205.4445125,-10.8625468,EPIC 212587672 c,c,,1.13
,,,,13.84457,0.0635,2.79,,,,1.0306,,,,,,,,2.952,,,K2,,,,,,,289.0918242,-15.7712178,K2-231 b,b,,
,,,,5.424865,,5.04,,,3540.0,1.05,,,,,,,,4.08,,,K2,,,,,,,242.5613635,-19.3193831,K2-33 b,b,,0.56
,,,,8.28212,0.042,2.33,,,5800.0,1.01,,,,,,,,,,,K2,,,,,,,173.1919022,2.2446794,K2-12 b,b,1003.0,1.01
,,,,10.003417,,2.1,,,4014.73,0.569359,,,,,,,,,,,K2,,,,,,,174.7455392,-3.9055746,K2-4 b,b,,0.635026
,,,,13.85402,,1.95,,,3919.0,0.526,,,,,,,,,,,K2,,,,4.732,,,65.469614,21.3532633,K2-155 c,c,,0.54
,,,,2.69828,0.02587,1.21,,,4715.0,0.65,,,,,,,,1.5,,,K2,,,,4.66,,,187.2947047,-6.8342028,K2-228 b,b,914.0,0.71
,,,,0.77401,,1.2,,,5438.0,0.83,,,,,,,,,,,K2,,,,4.6,,,132.5235618,23.1924709,K2-187 b,b,,
,,,,4.1,1.034,,,,5565.0,,,,,,,,,,,,K2,,,,4.29,,,331.203092,-12.019067,WASP-47 b,b,,
,,,,589.57,,,,,,1.156,,,,,,,,,,,K2,,,,,,,331.203092,-12.019067,WASP-47 c,c,,1.058
,,,,0.7895933,,,,,5552.0,1.137,,,,,,,,1.899,,,K2,,,,,,,331.203092,-12.019067,WASP-47 e,e,,1.04
,,,,9.028052,,3.3,,,5565.0,1.1,,,,,,,,,,,K2,,,,4.3,,,331.203092,-12.019067,WASP-47 d,d,,
,,,,588.8,,,,,5552.0,1.137,,,,,,,,,,,K2,,,,4.3437,,,331.203092,-12.019067,WASP-47 c,c,,1.04
,,,,9.03101,,3.58,,,5476.0,1.144,,,,,,,,,,,K2,,,,4.27,,,331.203092,-12.019067,WASP-47 d,d,885.0,1.01
,,,,14.090996,,2.41175864,,,5382.0,0.818403,,,,,,,,,,,K2,,,,4.66,,,243.4509662,-24.7870527,K2-37 d,d,,0.886868
,,,,6.42966,,2.41,,,5352.0,0.809,,,,,,,,,,,K2,,,,4.53,,,243.4509662,-24.7870527,K2-37 c,c,839.0,0.84
,,,,20.65614,,3.48,,,5315.0,0.87,,,,,,,,,,,K2,,,,4.43,,,252.426008,-19.5430504,K2-32 c,c,,0.87
,,,,20.6602,,3.32,,,5428.0,0.92,,,,,,,,4.51,,,K2,,,,4.449,,,252.426008,-19.5430504,K2-32 c,c,,0.88
,,,,8.99002105,0.344,,,,5274.0,0.851795,,,,,,,,2.757,,,K2,,,,4.53357,,,252.426008,-19.5430504,K2-32 b,b,,0.904
,,,,31.715061,,3.41411198,,,5415.0,0.839164,,,,,,,,,,,K2,,,,4.73,,,252.426008,-19.5430504,K2-32 d,d,,0.915819
,,,,4.34882,,1.01,,,,0.845,,,,,,,,,,,K2,,,,,,,252.426008,-19.5430504,K2-32 e,e,,0.856
,,,,4.3491,0.0255,2.2,,,,0.757,,,,,,,,3.552,,,K2,,,,,,,252.426008,-19.5430504,K2-32 e,e,,
,,,,8.992018,0.3802,4.92,,,,0.757,,,,,,,,3.4872,,,K2,,,,,,,252.426008,-19.5430504,K2-32 b,b,,
,,,,4.34934,,1.212,,,5271.0,0.86,,,,,,,,2.671,,,K2,,,,4.49,,,252.426008,-19.5430504,K2-32 e,e,1066.0,0.83
,,,,20.66093,,3.01,,,5274.0,0.855,,,,,,,,,,,K2,,,,4.49,,,252.426008,-19.5430504,K2-32 c,c,577.0,0.84
,,,,2.8492816,,,,,4456.0,0.63,,,,,,,,,,,K2,,,,4.673,,,333.7518786,-17.2508002,K2-55 b,b,,0.696
,,,,2.369193,,1.62,,,5481.0,0.91,,,,,,,,1.94904,,,K2,,,,4.494,,,342.0316493,-14.4947789,K2-265 b,b,,
,,,,5.0689232,0.0288,2.93,,,6490.0,1.59,,,,,,,,4.34,,,K2,,,,,,,331.5266563,-10.7115362,K2-66 b,b,,
,,,,5.06939,,2.75,,,5865.0,1.79,,,,,,,,,,,K2,,,,3.99,,,331.5266563,-10.7115362,K2-66 b,b,1427.0,1.06
,,,,10.93459,0.1378,2.02,,,,0.532,,,,,,,,2.736,,,K2,,,,,,,169.3034598,-1.8778254,K2-5 c,c,,
,,,,5.34107237,0.163,,,,4772.39,0.75412,,,,,,,,-0.068,,,K2,,,,4.56911,,,169.4490102,3.8665038,K2-36 c,c,,0.769
,,,,8.99213,,5.13,,,5275.0,0.845,,,,,,,,,,,K2,,,,4.49,,,252.426008,-19.5430504,K2-32 b,b,817.0,0.856
,,,,21.05683,0.0992,4.05,,,6498.0,1.2427,,,,,,,,4.3776,,,K2,,,,4.37319,,,183.4724742,-0.3934357,HD 106315 c,c,,1.33
,,,,0.571336,,1.8,,,,0.97,,,,,,,,1.4496,,,K2,,,,,,,13.0800239,10.7947051,EPIC 220674823 b,b,,
,,,,1.422619,,1.46748911,,,4944.0,0.745987,,,,,,,,,,,K2,,,,4.7,,,169.4490102,3.8665038,K2-36 b,b,,0.800265
,,,,7.374497,,2.83685639,,,4681.0,0.667422,,,,,,,,,,,K2,,,,4.69,,,208.9014508,-6.1360833,K2-199 c,c,,0.705681
,,,,9.030501,,3.65,,,,1.156,,,,,,,,,,,K2,,,,,,,331.203092,-12.019067,WASP-47 d,d,,1.058
,,,,4.1591492,,,,,5552.0,1.137,,,,,,,,,,,K2,,,,,,,331.203092,-12.019067,WASP-47 b,b,,1.04
,,,,6.32668003682,0.05208002,2.29015537,,,5673.0,0.975383,,,,,,,,2.0310601,,,K2,,,,4.46318,,,202.0161895,-15.9379749,K2-277 b,b,953.97,
,,,,0.7895933,,1.808,,,5552.0,1.137,,,,,,,,,,,K2,,,,4.3437,,,331.203092,-12.019067,WASP-47 e,e,,1.04
,,,,278.3618,,,,,,1.28,,,,,,,,,,,K2,,,,,,,126.6158279,10.0803708,HIP 41378 d,d,,
,,,,10.99497,,3.99,,,5853.0,1.247,,,,,,,,,,,K2,,,,4.18,,,55.2559307,13.5191871,K2-79 b,b,925.0,1.01
,,,,10.13693,,4.93,,,6103.0,1.565,,,,,,,,,,,K2,,,,4.12,,,126.4882114,11.5110933,K2-98 b,b,1093.0,0.91
,,,,2.225,,1.582,,,5520.0,0.904,,,,,,,,,,,K2,,,,4.5,,,76.44594,21.548199,K2-291 b,b,,0.926
,,,,21.05731,,4.98,,,6256.0,1.31,,,,,,,,,,,K2,,,,4.235,,,183.4724742,-0.3934357,HD 106315 c,c,,1.079
,,,,0.789518,,1.64,,,5950.0,1.1,,,,,,,,1.87,,,K2,,,,4.32,,,331.203092,-12.019067,WASP-47 e,e,,1.003
,,,,4.15810694,1.142,,,,5576.0,1.11133,,,,,,,,3.798,,,K2,,,,4.33938,,,331.203092,-12.019067,WASP-47 b,b,,0.984
,,,,13.62749,,2.222,,,3623.0,0.348,,,,,,,,,,,K2,,,,4.874,,,20.4998403,0.7509701,K2-384 f,f,,0.33
,,,,15.6805,,,,,5775.0,1.25,,,,,,,,,,,K2,,,,,,,59.8903081,21.2985263,K2-111 c,c,,0.84
,,,,8.86638,0.1189,2.51,,,,0.6867,,,,,,,,2.952,,,K2,,,,,,,126.4643579,10.246577,K2-180 b,b,,
,,,,10.136796,,5.00805298,,,6095.0,1.5082,,,,,,,,,,,K2,,,,4.09,,,126.4882114,11.5110933,K2-98 b,b,,1.155595
,,,,10.13675,,4.3,,,6120.0,1.311,,,,,,,,5.03,,,K2,,,,4.23,,,126.4882114,11.5110933,K2-98 b,b,1102.0,1.074
,,,,10.13682,0.1043,4.6,,,,1.37,,,,,,,,5.1216,,,K2,,,,,,,126.4882114,11.5110933,K2-98 b,b,,
,,,,8.2669897,,,,,5636.0,0.97,,,,,,,,3.43,,,K2,,,,,,,125.4202985,13.4975122,K2-105 b,b,,
,,,,8.2669928,,3.59,,,5636.0,0.97,,,,,,,,,,,K2,,,,4.49,,,125.4202985,13.4975122,K2-105 b,b,928.0,1.05
,,,,8.26726,,3.4,,,5373.0,0.905,,,,,,,,,,,K2,,,,4.45,,,125.4202985,13.4975122,K2-105 b,b,805.0,0.94
,,,,4.73401,,5.28,,,5474.0,1.75,,,,,,,,,,,K2,,,,3.99,,,123.3818484,16.419516,K2-108 b,b,1446.0,1.121
,,,,5.185754,,9.12,,,4471.38,0.768,,,,,,,,,,,K2,,,,,,,126.9366624,17.5793267,K2-121 b,b,,0.711514
,,,,19.491795,,5.84689735,,,6046.0,1.410092,,,,,,,,,,,K2,,,,4.14,,,136.5741931,19.4020565,EPIC 211945201 b,b,,
,,,,19.4921473,0.17,5.50689,,,6128.0,1.36,,,,,,,,3.568,,,K2,,,,4.23,,,136.5741931,19.4020565,EPIC 211945201 b,b,662.0,
,,,,1.673916,,3.5,,,6120.0,1.19,,,,,,,,1.55,,,K2,,,,,,,129.6010863,20.1060074,K2-100 b,b,,1.18
,,,,1.673737,0.01225,1.52,,,,1.273,,,,,,,,1.4784,,,K2,,,,,,,129.6010863,20.1060074,K2-100 b,b,,
,,,,6.327,0.0322,,,,5673.0,0.975383,,,,,,,,1.67496,,,K2,,,,4.46318,,,202.0161895,-15.9379749,K2-277 b,b,,1.008
,,,,6.326768,0.0418,2.18575124,,,5680.0,0.973,,,,,,,,1.9656,,,K2,,,,4.452,,,202.0161895,-15.9379749,K2-277 b,b,1049.0,0.974
,,,,6.32677,,2.23,,,5705.0,0.952,,,,,,,,,,,K2,,,,4.45,,,202.0161895,-15.9379749,K2-277 b,b,953.0,0.98
,,,,13.86383,,2.5,,,,0.68,,,,,,,,3.1992,,,K2,,,,,,,207.3497402,-12.2849182,K2-110 b,b,,
,,,,3.225369,0.0726,1.593,,,,0.582,,,,,,,,2.0664,,,K2,,,,,,,208.9014508,-6.1360833,K2-199 b,b,,
,,,,18.25,0.1776,,,,6073.27,2.73115,,,,,,,,10.86792,,,K2,,,,3.62228,,,208.7737624,-5.4424943,K2-99 b,b,,1.14
,,,,18.251985,,11.73,,,6217.0,2.63,,,,,,,,,,,K2,,,,3.81,,,208.7737624,-5.4424943,K2-99 b,b,1113.0,1.63
,,,,18.24783,,11.88151954,,,6069.0,2.55,,,,,,,,11.1,,,K2,,,,3.783,,,208.7737624,-5.4424943,K2-99 b,b,1184.0,1.44
,,,,3.951623,,11.19,,,5772.0,1.1,,,,,,,,,,,K2,,,,4.38,,,201.6551525,-8.3176353,WASP-157 b,b,1193.0,1.06
,,,,3.55987,,2.52,,,5378.0,0.86,,,,,,,,2.329,,,K2,,,,4.59,,,348.9490311,-10.8497391,K2-138 c,c,,0.93
,,,,6.10099028,0.077,,,,4784.0,0.756173,,,,,,,,2.378,,,K2,,,,4.56844,,,57.4854562,14.5020556,K2-81 b,b,,0.772
,,,,4.144965,,1.57,,,6209.0,1.45,,,,,,,,,,,K2,,,,4.18,,,130.1551381,13.0146799,K2-269 b,b,1429.0,1.16
,,,,3.28046294,0.083,,,,4783.55,0.735345,,,,,,,,2.264,,,K2,,,,4.5927,,,132.1698795,20.4550162,K2-275 b,b,,0.772
,,,,11.81004,0.1329,3.08,,,,0.8,,,,,,,,2.4024,,,K2,,,,,,,178.1105741,4.2546649,K2-15 b,b,,
,,,,7.122297,,1.0,,,,0.76,,,,,,,,3.1392,,,K2,,,,,,,204.7792935,-6.0417592,K2-279 b,b,,
,,,,11.716603,,4.2,,,,0.86,,,,,,,,5.1912,,,K2,,,,,,,129.7768928,19.0100046,K2-273 b,b,,
,,,,6.679582,,1.392,,,3623.0,0.348,,,,,,,,,,,K2,,,,4.874,,,20.4998403,0.7509701,K2-384 d,d,,0.33
,,,,22.631964,,2.86,,,5519.0,0.97,,,,,,,,,,,K2,,,,4.43,,,125.007177,14.0194586,K2-183 d,d,615.0,0.93
,,,,6.49424,0.11,2.19,,,4667.0,0.69,,,,,,,,1.7,,,K2,,,,4.63,,,188.8935189,-10.0692793,K2-247 c,c,688.0,0.74
,,,,36.5563,0.0802,3.18,,,,1.1,,,,,,,,6.408,,,K2,,,,,,,130.4971951,19.9166357,K2-341 b,b,,
,,,,21.99036193738,0.11223021,4.60346552,,,5294.0,1.33417,,,,,,,,3.8732381,,,K2,,,,4.14669,,,55.2559307,13.5191871,K2-79 b,b,699.16,
,,,,0.684533,,1.01,,,4268.0,0.507,,,,,,,,0.782,,,K2,,,,4.776,,,59.464829,18.4649505,K2-85 b,b,,0.573
,,,,0.684541,0.04,1.36,,,,0.671,,,,,,,,0.8184,,,K2,,,,,,,59.464829,18.4649505,K2-85 b,b,,
,,,,5.35117,,1.9,,,5730.0,1.23,,,,,,,,3.38,,,K2,,,,4.15,,,59.8903081,21.2985263,K2-111 b,b,1309.0,0.88
,,,,24.3662,,2.64,,,4950.0,0.745,,,,,,,,3.808,,,K2,,,,4.71,,,230.4799011,-20.2317975,K2-233 d,d,482.0,0.8
,,,,7.06005,,1.281,,,5033.0,0.71,,,,,,,,2.796,,,K2,,,,4.64,,,230.4799011,-20.2317975,K2-233 c,c,790.0,0.79
,,,,24.36543,,,,,4950.0,0.745,,,,,,,,,,,K2,,,,4.71,,,230.4799011,-20.2317975,K2-233 d,d,,0.8
,,,,2.4675,,1.343,,,5033.0,0.71,,,,,,,,1.988,,,K2,,,,4.64,,,230.4799011,-20.2317975,K2-233 b,b,1121.0,0.79
,,,,31.70648,,,,,6226.0,1.343,,,,,,,,,,,K2,,,,,,,126.6158279,10.0803708,HIP 41378 c,c,,1.168
,,,,15.5718552,0.038,2.44317,,,6352.33,1.31,,,,,,,,4.931,,,K2,,,,4.30502,,,126.6158279,10.0803708,HIP 41378 b,b,912.0,
,,,,369.0,,4.92,,,6320.0,1.273,,,,,,,,,,,K2,,,,4.294,,,126.6158279,10.0803708,HIP 41378 e,e,335.0,1.16
,,,,3.648083,0.0361,1.269,,,4269.0,0.613,,,,,,,,1.8264,,,K2,,,,4.651,,,351.7717763,-1.2853435,GJ 9827 c,c,811.0,0.614
,,,,1.2089819,,1.577,,,4340.0,0.602,,,,,,,,1.2648,,,K2,,,,4.66,,,351.7717763,-1.2853435,GJ 9827 b,b,,0.606
,,,,1.209,,1.571,,,4255.0,0.5994,,,,,,,,,,,K2,,,,4.7,,,351.7717763,-1.2853435,GJ 9827 b,b,,0.606
,,,,1.2089819,,1.577,,,4305.0,0.602,,,,,,,,,,,K2,,,,,,,351.7717763,-1.2853435,GJ 9827 b,b,1175.0,0.606
,,,,3.6481145,,,,,4255.0,0.651,,,,,,,,,,,K2,,,,4.7,,,351.7717763,-1.2853435,GJ 9827 c,c,,0.659
,,,,6.20183,,1.98,,,4236.0,0.58,,,,,,,,,,,K2,,,,4.7,,,351.7717763,-1.2853435,GJ 9827 d,d,675.0,0.62
,,,,10.05403,,2.14,,,3896.0,0.561,,,,,,,,2.553,,,K2,,,,,,,172.3353708,-1.4551364,K2-3 b,b,,0.601
,,,,24.64354,,1.85,,,3896.0,0.56,,,,,,,,3.633,,,K2,,,,4.72,,,172.3353708,-1.4551364,K2-3 c,c,344.0,0.6
,,,,24.6491,,1.644,,,,0.553,,,,,,,,,,,K2,,,,4.734,,,172.3353708,-1.4551364,K2-3 c,c,,0.612
,,,,44.55765,,1.61,,,,0.561,,,,,,,,,,,K2,,,,,,,172.3353708,-1.4551364,K2-3 d,d,300.0,
,,,,44.5574,0.0782,1.11,,,,0.371,,,,,,,,4.512,,,K2,,,,,,,172.3353708,-1.4551364,K2-3 d,d,,
,,,,10.054626,,,,,3896.0,0.561,,,,,,,,,,,K2,,,,4.734,,,172.3353708,-1.4551364,K2-3 b,b,,0.601
,,,,10.05454,,2.29,,,3835.0,0.6,,,,,,,,,,,K2,,,,4.66,,,172.3353708,-1.4551364,K2-3 b,b,,0.62
,,,,10.0546535,,2.078,,,3844.0,0.546,,,,,,,,,,,K2,,,,4.704,,,172.3353708,-1.4551364,K2-3 b,b,501.3,0.549
,,,,10.054626,,2.25,,,3835.0,0.6,,,,,,,,,,,K2,,,,,,,172.3353708,-1.4551364,K2-3 b,b,513.0,0.62
,,,,21.0576,,3.95,,,6290.0,1.18,,,,,,,,4.693,,,K2,,,,4.29,,,183.4724742,-0.3934357,HD 106315 c,c,,1.07
,,,,21.057504,,4.29405386,,,6321.0,1.273595,,,,,,,,,,,K2,,,,4.19,,,183.4724742,-0.3934357,HD 106315 c,c,,1.119172
,,,,9.55237,,2.44,,,6327.0,1.296,,,,,,,,3.775,,,K2,,,,4.252,,,183.4724742,-0.3934357,HD 106315 b,b,1153.0,1.091
,,,,9.55287,,,,,6364.0,1.269,,,,,,,,,,,K2,,,,,,,183.4724742,-0.3934357,HD 106315 b,b,,
,,,,11.63344,,9.52763359,,,5537.0,1.669,,,,,,,,,,,K2,,,,4.21,,,163.0323119,0.493167,K2-261 b,b,,1.105
,,,,11.63345,,,,,5537.0,1.65,,,,,,,,,,,K2,,,,4.21,,,163.0323119,0.493167,K2-261 b,b,,1.1
,,,,6.77131,,5.77,,,5422.0,0.88,,,,,,,,,,,K2,,,,,,,171.5151874,1.2306237,K2-27 b,b,991.0,
,,,,19.3037,,4.37,,,5581.0,1.08,,,,,,,,3.777,,,K2,,,,4.333,,,172.1216476,1.6906217,K2-10 b,b,,0.92
,,,,19.30481,0.1691,2.98,,,,0.721,,,,,,,,3.8064,,,K2,,,,,,,172.1216476,1.6906217,K2-10 b,b,,
,,,,19.30553,,3.773,,,5533.0,0.956,,,,,,,,,,,K2,,,,4.47,,,172.1216476,1.6906217,K2-10 b,b,649.0,0.88
,,,,1.42266,,1.32,,,4924.0,0.74,,,,,,,,1.206,,,K2,,,,4.65,,,169.4490102,3.8665038,K2-36 b,b,1232.0,0.8
,,,,5.3408934,0.121,2.82,,,4886.0,0.74,,,,,,,,1.19,,,K2,,,,,,,169.4490102,3.8665038,K2-36 c,c,,
,,,,5.340888,,3.2,,,4916.0,0.718,,,,,,,,1.3536,,,K2,,,,4.621,,,169.4490102,3.8665038,K2-36 c,c,788.0,0.79
,,,,32.92801934,0.354,,,,3464.0,0.444516,,,,,,,,3.776,,,K2,,,,4.7864,,,172.560141,7.5878315,K2-18 b,b,,0.440668
,,,,32.939614,,2.279,,,3457.0,0.411,,,,,,,,2.663,,,K2,,,,,,,172.560141,7.5878315,K2-18 b,b,,0.359
,,,,32.94171,0.3098,1.4,,,,0.249,,,,,,,,2.628,,,K2,,,,,,,172.560141,7.5878315,K2-18 b,b,,
,,,,32.94112,,2.461,,,3449.0,0.468,,,,,,,,,,,K2,,,,4.6,,,172.560141,7.5878315,K2-18 b,b,281.0,0.32
,,,,4.1591409,,,,,5576.0,1.15,,,,,,,,,,,K2,,,,4.32,,,331.203092,-12.019067,WASP-47 b,b,1275.0,1.026
,,,,4.15915035,,,,,5350.0,1.15,,,,,,,,,,,K2,,,,,,,331.203092,-12.019067,WASP-47 b,b,,1.084
,,,,4.1591496,,,,,5350.0,1.15,,,,,,,,,,,K2,,,,,,,331.203092,-12.019067,WASP-47 b,b,,1.084
,,,,42.36301,,9.8,,,5717.0,1.51,,,,,,,,6.498,,,K2,,,,4.157,,,242.5734559,-24.9906029,K2-24 c,c,,1.2
,,,,6.43032491,0.085,,,,4927.0,0.858018,,,,,,,,3.038,,,K2,,,,4.47902,,,243.4509662,-24.7870527,K2-37 c,c,,0.809
,,,,0.584,,1.197,,,5185.0,0.781,,,,,,,,,,,K2,,,,4.56,,,186.8729195,-6.7218474,K2-229 b,b,,0.804
,,,,16.13655,0.036,2.02,,,5886.0,0.995311,,,,,,,,2.1,,,K2,,,,4.47031,,,186.4860415,-1.4047214,EPIC 229004835 b,b,739.0,1.067
,,,,4.15917,1.2712,13.18,,,,1.188,,,,,,,,3.5784,,,K2,,,,,,,331.203092,-12.019067,WASP-47 b,b,,
,,,,10.05460031054,0.132102,2.11286662,,,3920.0,0.550856,,,,,,,,2.640621,,,K2,,,,4.6932,,,172.3353708,-1.4551364,K2-3 b,b,470.17,
,,,,31.70603,,2.727,,,6320.0,1.273,,,,,,,,,,,K2,,,,4.294,,,126.6158279,10.0803708,HIP 41378 c,c,757.0,1.16
,,,,13.334615,,2.2,,,5613.0,0.95,,,,,,,,,,,K2,,,,4.6,,,13.0800239,10.7947051,EPIC 220674823 c,c,,
,,,,9.554515,,2.32948654,,,6321.0,1.273595,,,,,,,,,,,K2,,,,4.19,,,183.4724742,-0.3934357,HD 106315 b,b,,1.119172
,,,,542.07975,,9.2,,,6320.0,1.273,,,,,,,,,,,K2,,,,4.294,,,126.6158279,10.0803708,HIP 41378 f,f,294.0,1.16
,,,,6.20142,,2.04,,,4219.0,0.622,,,,,,,,1.248,,,K2,,,,4.657,,,351.7717763,-1.2853435,GJ 9827 d,d,646.0,0.637
,,,,6.20147,,2.022,,,4305.0,0.602,,,,,,,,,,,K2,,,,,,,351.7717763,-1.2853435,GJ 9827 d,d,681.0,0.606
,,,,10.05443,,1.44,,,3841.0,0.371,,,,,,,,2.52,,,K2,,,,4.906,,,172.3353708,-1.4551364,K2-3 b,b,,0.414
