object_name,kepler_name,disposition,koi_pdisposition,orbital_period,transit_depth,planet_radius,koi_teq,koi_insol,stellar_teff,stellar_radius,koi_smass,koi_slogg,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,impact_parameter,transit_duration,koi_ingress,koi_dor,source,tid,toipfx,st_tmag,st_logg,st_dist,toi_created,ra,dec,pl_name,pl_letter,pl_eqt,st_mass
K00810.01,Kepler-1728 b,CONFIRMED,CANDIDATE,4.783002698,1008.7,2.5,886.0,145.48,5170.0,0.807,0.891,4.574,1.0,281.0,7.252221,57.638233,0.003,2.335,,16.102,Kepler,,,,,,,,,,,,
K00811.01,Kepler-687 b,CONFIRMED,CANDIDATE,20.50588921,2105.5,3.41,518.0,17.06,4905.0,0.761,0.739,4.544,1.0,69.0,12.827003,70.729904,0.26,4.0595,,38.91,Kepler,,,,,,,,,,,,
K00812.01,Kepler-235 b,CONFIRMED,CANDIDATE,3.340218842,1632.6,2.03,656.0,43.73,3950.0,0.493,0.502,4.754,4.0,398.0,8.777286,58.181076,0.466,1.9104,,12.4,Kepler,,,,,,,,,,,,
K00828.01,,FALSE POSITIVE,FALSE POSITIVE,2.507089906,1339.2,30.26,1326.0,730.47,5926.0,0.939,1.03,4.506,1.0,408.0,7.337525,50.679256,1.255,2.0067,,3.32,Kepler,,,,,,,,,,,,
K00829.01,Kepler-53 b,CONFIRMED,CANDIDATE,18.64932728,893.6,3.12,701.0,57.13,5775.0,1.053,1.026,4.405,3.0,71.0,7.871079,36.000114,0.08,4.4056,,33.12,Kepler,,,,,,,,,,,,
K00117.02,Kepler-107 c,CONFIRMED,CANDIDATE,4.90144976,140.7,1.7,1262.0,598.74,5847.0,1.402,1.113,4.191,4.0,193.0,5.743281,33.185894,0.529,4.1654,,7.78,Kepler,,,,,,,,,,,,
K00829.02,Kepler-53 d,CONFIRMED,CANDIDATE,9.75192101,418.0,2.76,870.0,135.66,5775.0,1.053,1.026,4.405,3.0,132.0,4.4869766,24.258644,0.949,4.793,,6.05,Kepler,,,,,,,,,,,,
K00829.03,Kepler-53 c,CONFIRMED,CANDIDATE,38.5576546,993.0,4.02,550.0,21.71,5775.0,1.053,1.026,4.405,3.0,37.0,7.5526104,32.640865,0.911,5.794,,24.9,Kepler,,,,,,,,,,,,
K00830.01,Kepler-428 b,CONFIRMED,CANDIDATE,3.525632539,22335.0,11.58,975.0,213.12,5150.0,0.793,0.855,4.572,1.0,382.0,162.61552,2078.4102,0.12,2.59959,,11.699,Kepler,,,,,,,,,,,,
K00815.01,,CANDIDATE,CANDIDATE,34.84398644,4523.6,7.61,511.0,16.1,5509.0,0.871,0.84,4.482,1.0,40.0,15.928789,75.6448,0.934,2.9315,,49.31,Kepler,,,,,,,,,,,,
K00816.01,Kepler-690 b,CONFIRMED,CANDIDATE,7.748094239,2472.1,5.52,964.0,204.39,5973.0,1.085,1.181,4.439,1.0,133.0,13.618479,106.29421,0.517,3.5957,,15.0,Kepler,,,,,,,,,,,,
K00817.01,Kepler-236 c,CONFIRMED,CANDIDATE,23.96793669,1182.3,1.8,329.0,2.77,3747.0,0.524,0.536,4.728,2.0,43.0,5.809559,22.27284,0.416,3.827,,45.2,Kepler,,,,,,,,,,,,
K00817.02,Kepler-236 b,CONFIRMED,CANDIDATE,8.29561738,824.3,1.82,469.0,11.39,3747.0,0.524,0.536,4.728,2.0,119.0,3.484774,15.260293,0.888,1.3421,,24.8,Kepler,,,,,,,,,,,,
K00818.01,Kepler-691 b,CONFIRMED,CANDIDATE,8.11437482,1558.0,2.1,460.0,10.55,3692.0,0.517,0.553,4.753,1.0,167.0,6.7459397,45.585175,0.573,2.2736,,23.58,Kepler,,,,,,,,,,,,
K00819.01,,FALSE POSITIVE,FALSE POSITIVE,38.036729482,82871.6,27.5,500.0,14.81,5575.0,0.932,1.051,4.521,1.0,26.0,456.11786,1785.2972,0.501,4.34617,,78.037,Kepler,,,,,,,,,,,,
K00820.01,,CANDIDATE,CANDIDATE,4.64090031,2450.6,30.09,1155.0,421.08,6463.0,0.826,0.786,4.5,1.0,227.0,14.098484,135.01852,1.28,35.512,,1.354,Kepler,,,,,,,,,,,,
K00011.01,,FALSE POSITIVE,FALSE POSITIVE,3.747838198,616.0,13.65,1031.0,266.76,5514.0,0.826,0.926,4.569,1.0,358.0,14.434505,98.60031,1.121,5.0642,,1.868,Kepler,,,,,,,,,,,,
K00117.01,Kepler-107 e,CONFIRMED,CANDIDATE,14.74914825,430.2,2.89,874.0,137.91,5847.0,1.402,1.113,4.191,4.0,72.0,11.163704,66.187065,0.173,6.0995,,18.56,Kepler,,,,,,,,,,,,
K00821.01,Kepler-692 b,CONFIRMED,CANDIDATE,21.81295996,1175.4,3.38,639.0,39.33,5601.0,0.999,0.934,4.41,1.0,45.0,6.4162097,31.21894,0.053,4.3791,,39.183,Kepler,,,,,,,,,,,,
K00822.01,,FALSE POSITIVE,FALSE POSITIVE,7.91936937,15148.1,10.34,814.0,104.0,5690.0,0.776,0.852,4.588,1.0,132.0,47.533234,385.42834,0.733,3.3148,,15.534,Kepler,,,,,,,,,,,,
K00823.01,,CANDIDATE,CANDIDATE,1.028436523,8098.0,72.77,1947.0,3400.48,6228.0,0.99,0.959,4.428,1.0,,,,1.5734,1.8606,,2.891,Kepler,,,,,,,,,,,,
K00824.01,Kepler-693 b,CONFIRMED,CANDIDATE,15.37562369,15337.0,11.01,600.0,30.54,4986.0,0.833,0.793,4.496,1.0,50.0,33.115784,170.02856,0.692,3.3169,,31.24,Kepler,,,,,,,,,,,,
K00825.01,Kepler-237 c,CONFIRMED,CANDIDATE,8.10363271,887.9,2.11,687.0,52.82,4861.0,0.732,0.733,4.574,2.0,131.0,7.0046763,33.637074,0.047,3.161,,20.09,Kepler,,,,,,,,,,,,
K00825.02,Kepler-237 b,CONFIRMED,CANDIDATE,4.71510843,417.5,1.46,823.0,108.84,4861.0,0.732,0.733,4.574,2.0,208.0,3.765065,16.489346,0.258,2.506,,14.18,Kepler,,,,,,,,,,,,
K00826.01,Kepler-694 b,CONFIRMED,CANDIDATE,6.365839713,780.7,2.44,914.0,165.33,5776.0,0.849,0.939,4.554,1.0,216.0,7.331596,58.17086,0.524,2.9721,,14.46,Kepler,,,,,,,,,,,,
K00827.01,,FALSE POSITIVE,FALSE POSITIVE,5.97581754,962.4,3.86,1047.0,284.25,6108.0,0.997,1.072,4.471,1.0,181.0,7.281016,42.549767,0.941,3.065,,6.53,Kepler,,,,,,,,,,,,
K00839.01,,FALSE POSITIVE,FALSE POSITIVE,2.446737317,1177.9,26.25,1261.0,597.19,5764.0,0.863,0.959,4.548,1.0,552.0,25.09719,98.78201,1.241,4.7211,,1.749,Kepler,,,,,,,,,,,,
K00840.01,Kepler-695 b,CONFIRMED,CANDIDATE,3.04033046,10858.8,8.99,1021.0,257.29,5035.0,0.791,0.754,4.519,1.0,440.0,50.342957,653.36066,0.736,1.8411,,10.41,Kepler,,,,,,,,,,,,
K00841.01,Kepler-27 b,CONFIRMED,CANDIDATE,15.33528675,3081.4,5.0,610.0,32.67,5251.0,0.817,0.926,4.581,5.0,85.0,13.146613,84.09906,0.773,3.897,,21.65,Kepler,,,,,,,,,,,,
K00117.04,Kepler-107 d,CONFIRMED,CANDIDATE,7.95825328,50.0,1.06,1074.0,314.15,5847.0,1.402,1.113,4.191,4.0,109.0,2.978392,10.168395,0.706,4.377,,10.01,Kepler,,,,,,,,,,,,
K00841.02,Kepler-27 c,CONFIRMED,CANDIDATE,31.33046135,5073.8,6.5,481.0,12.61,5251.0,0.817,0.926,4.581,5.0,46.0,23.140947,110.02644,0.798,5.176,,33.19,Kepler,,,,,,,,,,,,
K00831.01,,FALSE POSITIVE,FALSE POSITIVE,3.9043425,16228.4,12.28,1104.0,351.05,5810.0,0.898,0.989,4.526,1.0,275.0,110.279724,1224.3164,0.709,3.831,,6.856,Kepler,,,,,,,,,,,,
K00832.01,,FALSE POSITIVE,FALSE POSITIVE,9.286358079,44791.4,17.61,796.0,95.03,5670.0,0.821,0.82,4.523,1.0,117.0,230.37978,1748.3405,0.377,3.49949,,23.029,Kepler,,,,,,,,,,,,
K00833.01,,FALSE POSITIVE,FALSE POSITIVE,3.951405455,2453.9,31.44,1133.0,388.71,6046.0,0.869,0.953,4.539,1.0,272.0,13.511557,110.66481,1.276,2.1862,,5.42,Kepler,,,,,,,,,,,,
K00834.01,Kepler-238 e,CONFIRMED,CANDIDATE,23.65369415,3341.8,7.89,731.0,67.65,5739.0,1.384,1.083,4.191,5.0,57.0,33.295635,188.42673,0.008,8.2183,,23.142,Kepler,,,,,,,,,,,,
K00834.02,Kepler-238 d,CONFIRMED,CANDIDATE,13.23352214,504.6,3.06,888.0,146.67,5739.0,1.384,1.083,4.191,5.0,97.0,6.205785,34.323593,0.014,6.7372,,15.32,Kepler,,,,,,,,,,,,
K00834.03,Kepler-238 c,CONFIRMED,CANDIDATE,6.15560285,285.0,2.32,1146.0,406.94,5739.0,1.384,1.083,4.191,5.0,203.0,4.266375,26.274458,0.235,4.9843,,9.34,Kepler,,,,,,,,,,,,
K00834.04,Kepler-238 b,CONFIRMED,CANDIDATE,2.090811305,115.9,1.62,1642.0,1718.04,5739.0,1.384,1.083,4.191,5.0,527.0,3.535499,14.88052,0.746,3.388,,3.32,Kepler,,,,,,,,,,,,
K00117.03,Kepler-107 b,CONFIRMED,CANDIDATE,3.180027898,120.3,1.53,1458.0,1066.86,5847.0,1.402,1.113,4.191,4.0,323.0,5.307951,34.970474,0.196,3.5797,,6.751,Kepler,,,,,,,,,,,,
K00834.05,Kepler-238 f,CONFIRMED,CANDIDATE,50.4467417,370.3,2.67,568.0,24.64,5739.0,1.384,1.083,4.191,5.0,22.0,5.1075315,15.157462,0.379,7.159,,50.9,Kepler,,,,,,,,,,,,
K00835.01,Kepler-239 b,CONFIRMED,CANDIDATE,11.76307164,1037.3,2.35,616.0,33.99,4959.0,0.756,0.849,4.603,2.0,88.0,9.07897,39.560696,0.048,2.9076,,31.76,Kepler,,,,,,,,,,,,
K00835.02,Kepler-239 c,CONFIRMED,CANDIDATE,56.2279271,862.7,2.37,366.0,4.22,4959.0,0.756,0.849,4.603,2.0,18.0,6.9918575,16.481398,0.7,3.57,,90.7,Kepler,,,,,,,,,,,,
K00836.01,,FALSE POSITIVE,FALSE POSITIVE,2.384052875,1268.1,17.06,1010.0,244.87,4794.0,0.701,0.683,4.58,1.0,549.0,7.4411964,44.634888,1.178,3.0918,,2.27,Kepler,,,,,,,,,,,,
K00837.01,Kepler-240 c,CONFIRMED,CANDIDATE,7.953547,875.4,2.25,696.0,55.37,4768.0,0.779,0.759,4.536,2.0,166.0,5.371588,31.887648,0.3,2.6312,,22.68,Kepler,,,,,,,,,,,,
K00837.02,Kepler-240 b,CONFIRMED,CANDIDATE,4.14451656,391.8,1.48,864.0,132.08,4768.0,0.779,0.759,4.536,2.0,316.0,4.527273,18.548983,0.004,2.3421,,13.767,Kepler,,,,,,,,,,,,
K00838.01,,FALSE POSITIVE,FALSE POSITIVE,4.859386384,6044.3,38.33,1114.0,364.23,6072.0,0.988,1.05,4.47,1.0,273.0,30.702702,300.96277,1.259,2.2757,,8.29,Kepler,,,,,,,,,,,,
K00850.01,Kepler-702 b,CONFIRMED,CANDIDATE,10.526294577,9768.0,8.24,713.0,61.16,5386.0,0.793,0.82,4.553,1.0,129.0,58.01924,488.70584,0.644,2.5211,,28.26,Kepler,,,,,,,,,,,,
K00851.01,Kepler-703 b,CONFIRMED,CANDIDATE,4.583520948,3812.1,5.39,1038.0,274.98,5815.0,0.877,0.973,4.54,1.0,297.0,18.698158,212.06973,0.045,2.7055,,13.672,Kepler,,,,,,,,,,,,
K00852.01,Kepler-704 b,CONFIRMED,CANDIDATE,3.76181843,510.6,2.66,1121.0,372.62,5653.0,0.949,0.974,4.472,1.0,273.0,4.2820764,29.971922,0.926,3.5176,,3.73,Kepler,,,,,,,,,,,,
K00853.01,Kepler-242 b,CONFIRMED,CANDIDATE,8.20396958,1024.4,3.01,742.0,71.5,5015.0,0.826,0.785,4.499,2.0,162.0,7.181467,44.777393,0.823,2.9667,,13.23,Kepler,,,,,,,,,,,,
K00853.02,Kepler-242 c,CONFIRMED,CANDIDATE,14.49645186,647.5,3.01,613.0,33.48,5015.0,0.826,0.785,4.499,2.0,89.0,5.1306577,20.855698,0.97,4.016,,9.85,Kepler,,,,,,,,,,,,
K00841.03,Kepler-27 d,CONFIRMED,CANDIDATE,6.54626149,655.9,2.19,810.0,101.78,5251.0,0.817,0.926,4.581,5.0,200.0,4.6233773,24.029488,0.644,2.75,,14.52,Kepler,,,,,,,,,,,,
K00842.01,Kepler-241 b,CONFIRMED,CANDIDATE,12.71809866,1149.4,2.31,562.0,23.6,4702.0,0.686,0.67,4.592,2.0,107.0,7.304412,42.002544,0.427,3.0957,,29.5,Kepler,,,,,,,,,,,,
K00842.02,Kepler-241 c,CONFIRMED,CANDIDATE,36.06588163,1563.8,2.64,397.0,5.88,4702.0,0.686,0.67,4.592,2.0,38.0,10.347036,39.547905,0.26,4.3246,,63.84,Kepler,,,,,,,,,,,,
K00843.01,Kepler-696 b,CONFIRMED,CANDIDATE,4.190425659,2877.4,6.21,1234.0,547.9,6073.0,1.135,1.163,4.392,1.0,318.0,21.389048,245.59174,0.458,2.8589,,10.6,Kepler,,,,,,,,,,,,
K00844.01,Kepler-697 b,CONFIRMED,CANDIDATE,3.709870784,2020.3,4.35,1151.0,415.1,5727.0,0.978,1.013,4.463,1.0,279.0,9.246548,88.43494,0.023,3.0694,,9.6255,Kepler,,,,,,,,,,,,
K00845.01,Kepler-698 b,CONFIRMED,CANDIDATE,16.3297527,1187.5,3.75,727.0,66.08,5878.0,0.987,0.989,4.444,1.0,85.0,10.867014,63.15734,0.791,6.271,,13.31,Kepler,,,,,,,,,,,,
K00846.01,Kepler-699 b,CONFIRMED,CANDIDATE,27.807566216,25391.1,13.84,554.0,22.24,5862.0,0.785,0.865,4.584,1.0,50.0,184.1626,739.8864,0.782,4.21587,,43.26,Kepler,,,,,,,,,,,,
K00847.01,Kepler-700 b,CONFIRMED,CANDIDATE,80.8723469,3604.6,7.59,452.0,9.88,5510.0,1.238,0.932,4.222,1.0,17.0,39.125496,129.28693,0.527,11.195,,50.5,Kepler,,,,,,,,,,,,
K00848.01,,FALSE POSITIVE,FALSE POSITIVE,3.166465862,4357.2,26.82,954.0,196.31,4968.0,0.704,0.68,4.575,1.0,320.0,17.338335,126.34083,1.266,2.9381,,4.05,Kepler,,,,,,,,,,,,
K00118.01,Kepler-467 b,CONFIRMED,CANDIDATE,24.99324319,269.6,2.29,712.0,60.88,5718.0,1.317,0.961,4.181,1.0,53.0,10.750713,48.44607,0.686,5.9409,,24.1,Kepler,,,,,,,,,,,,
K00849.01,Kepler-701 b,CONFIRMED,CANDIDATE,10.35533116,750.6,2.47,777.0,86.22,5501.0,0.918,0.891,4.462,1.0,127.0,6.973618,43.478497,0.029,3.1775,,25.51,Kepler,,,,,,,,,,,,
K00867.01,Kepler-709 b,CONFIRMED,CANDIDATE,16.08518937,1442.4,3.68,613.0,33.43,5239.0,0.826,0.83,4.523,1.0,82.0,11.495781,56.866776,0.867,3.984,,17.79,Kepler,,,,,,,,,,,,
K00868.01,,CANDIDATE,CANDIDATE,235.9986399,20714.6,10.59,188.0,0.29,4245.0,0.657,0.666,4.627,1.0,6.0,157.44649,311.33582,0.778,8.2284,,184.83,Kepler,,,,,,,,,,,,
K00869.01,Kepler-245 b,CONFIRMED,CANDIDATE,7.49018305,1123.6,2.56,753.0,76.06,5103.0,0.787,0.823,4.562,4.0,178.0,8.483169,43.14732,0.02,2.7297,,21.59,Kepler,,,,,,,,,,,,
K00869.02,Kepler-245 d,CONFIRMED,CANDIDATE,36.2761238,1572.6,3.03,445.0,9.29,5103.0,0.787,0.823,4.562,4.0,39.0,7.9323716,28.587673,0.035,4.7865,,59.91,Kepler,,,,,,,,,,,,
K00869.03,Kepler-245 c,CONFIRMED,CANDIDATE,17.46087931,812.4,2.32,568.0,24.6,5103.0,0.787,0.823,4.562,4.0,69.0,4.671781,16.755081,0.594,2.2641,,49.3,Kepler,,,,,,,,,,,,
K00854.01,Kepler-705 b,CONFIRMED,CANDIDATE,56.0560754,1626.0,1.94,233.0,0.69,3593.0,0.491,0.503,4.757,1.0,24.0,6.1299686,19.2542,0.018,4.685,,94.7,Kepler,,,,,,,,,,,,
K00855.01,Kepler-706 b,CONFIRMED,CANDIDATE,41.408316686,22838.9,11.38,453.0,9.93,5522.0,0.747,0.786,4.586,1.0,33.0,217.32286,904.6437,0.377,5.0264,,67.69,Kepler,,,,,,,,,,,,
K00856.01,,CANDIDATE,CANDIDATE,39.74893077,15178.9,14.21,552.0,21.87,6122.0,0.964,1.041,4.487,1.0,34.0,123.3638,505.17914,0.881,7.3051,,29.734,Kepler,,,,,,,,,,,,
K00857.01,Kepler-243 b,CONFIRMED,CANDIDATE,5.715425977,908.1,2.47,850.0,123.03,5237.0,0.826,0.927,4.572,2.0,181.0,7.166417,48.613644,0.348,2.5242,,16.74,Kepler,,,,,,,,,,,,
K00119.01,Kepler-108 b,CONFIRMED,CANDIDATE,49.18394185,1646.2,8.2,669.0,47.4,5626.0,2.057,1.247,3.907,2.0,29.0,61.598824,250.00006,0.035,11.3364,,34.34,Kepler,,,,,,,,,,,,
K00857.02,Kepler-243 c,CONFIRMED,CANDIDATE,20.0261412,421.2,2.28,559.0,23.14,5237.0,0.826,0.927,4.572,2.0,54.0,3.5729597,9.322174,0.957,1.611,,34.9,Kepler,,,,,,,,,,,,
K00858.01,,CANDIDATE,CANDIDATE,13.61014819,5732.9,19.02,733.0,68.29,5697.0,0.903,0.857,4.46,1.0,101.0,36.547604,209.14677,1.081,2.594,,20.24,Kepler,,,,,,,,,,,,
K00859.01,,FALSE POSITIVE,FALSE POSITIVE,10.44331991,1159.8,2.66,667.0,46.94,4947.0,0.802,0.769,4.516,1.0,127.0,10.513627,48.83681,0.23,2.743,,29.22,Kepler,,,,,,,,,,,,
K00861.01,Kepler-707 b,CONFIRMED,CANDIDATE,2.237489571,315.8,1.41,1160.0,427.17,5265.0,0.81,0.91,4.58,1.0,595.0,4.7961717,28.265633,0.128,1.8119,,9.527,Kepler,,,,,,,,,,,,
K00862.01,,FALSE POSITIVE,FALSE POSITIVE,5.851520671,33003.6,14.62,901.0,155.89,5532.0,0.806,0.804,4.53,1.0,178.0,192.99095,1762.9304,0.211,3.11058,,16.497,Kepler,,,,,,,,,,,,
K00863.01,Kepler-708 b,CONFIRMED,CANDIDATE,3.167893418,781.2,2.62,1221.0,526.23,5895.0,0.94,1.026,4.503,1.0,430.0,5.8711963,55.665585,0.026,2.1814,,11.389,Kepler,,,,,,,,,,,,
K00864.01,Kepler-244 b,CONFIRMED,CANDIDATE,4.311780262,1154.0,3.11,1038.0,274.84,5527.0,0.927,0.956,4.484,3.0,299.0,7.6148076,68.72953,0.196,2.7251,,12.25,Kepler,,,,,,,,,,,,
K00864.02,Kepler-244 d,CONFIRMED,CANDIDATE,20.0504494,840.9,2.69,622.0,35.44,5527.0,0.927,0.956,4.484,3.0,64.0,6.4205737,29.427977,0.383,4.556,,32.0,Kepler,,,,,,,,,,,,
K00864.03,Kepler-244 c,CONFIRMED,CANDIDATE,9.76734503,569.1,2.67,791.0,92.46,5527.0,0.927,0.956,4.484,3.0,122.0,3.9681692,17.335663,0.9,1.6585,,22.2,Kepler,,,,,,,,,,,,
K00865.01,,CANDIDATE,CANDIDATE,119.0207044,7430.5,8.98,366.0,4.25,5453.0,1.062,0.904,4.342,1.0,11.0,63.25567,165.9875,0.076,8.1405,,120.05,Kepler,,,,,,,,,,,,
K00119.02,Kepler-108 c,CONFIRMED,CANDIDATE,190.3200468,1141.7,7.78,426.0,7.8,5626.0,2.057,1.247,3.907,2.0,7.0,45.91216,95.55217,0.812,15.284,,61.0,Kepler,,,,,,,,,,,,
K00866.01,,FALSE POSITIVE,FALSE POSITIVE,2.861159894,1014.3,4.37,1355.0,797.1,6126.0,1.021,1.09,4.458,1.0,454.0,8.208323,47.643787,0.965,1.8832,,4.58,Kepler,,,,,,,,,,,,
K00880.01,Kepler-82 b,CONFIRMED,CANDIDATE,26.44439337,1843.5,3.91,562.0,23.54,5427.0,0.929,0.915,4.463,4.0,53.0,15.926126,67.97784,0.03,3.9783,,52.72,Kepler,,,,,,,,,,,,
K00880.02,Kepler-82 c,CONFIRMED,CANDIDATE,51.53997972,3644.3,5.51,450.0,9.67,5427.0,0.929,0.915,4.463,4.0,28.0,28.79182,112.0813,0.183,6.3994,,63.88,Kepler,,,,,,,,,,,,
K00880.03,Kepler-82 e,CONFIRMED,CANDIDATE,5.902245782,702.3,2.43,926.0,173.74,5427.0,0.929,0.915,4.463,4.0,220.0,6.7249837,43.151917,0.209,2.9003,,15.59,Kepler,,,,,,,,,,,,
K00880.04,Kepler-82 d,CONFIRMED,CANDIDATE,2.382951591,391.6,1.86,1253.0,583.01,5427.0,0.929,0.915,4.463,4.0,515.0,3.843993,23.52045,0.479,1.8876,,8.7,Kepler,,,,,,,,,,,,
K00881.01,Kepler-712 b,CONFIRMED,CANDIDATE,21.02250608,1772.5,3.07,521.0,17.48,5067.0,0.75,0.789,4.585,2.0,67.0,9.148423,47.644684,0.036,4.1072,,40.546,Kepler,,,,,,,,,,,,
K00869.04,Kepler-245 e,CONFIRMED,CANDIDATE,3.219814777,488.2,1.69,998.0,234.93,5103.0,0.787,0.823,4.562,4.0,391.0,3.4647944,19.364616,0.06,2.0642,,12.14,Kepler,,,,,,,,,,,,
K00870.01,Kepler-28 b,CONFIRMED,CANDIDATE,5.912273234,961.4,1.73,585.0,27.72,4072.0,0.57,0.586,4.696,2.0,227.0,8.0944605,55.492382,0.17,2.3254,,19.7,Kepler,,,,,,,,,,,,
K00870.02,Kepler-28 c,CONFIRMED,CANDIDATE,8.98581901,881.3,1.65,509.0,15.9,4072.0,0.57,0.586,4.696,2.0,145.0,7.210981,42.23077,0.008,2.8606,,24.64,Kepler,,,,,,,,,,,,
K00871.01,,CANDIDATE,CANDIDATE,12.940668656,42450.0,22.94,723.0,64.64,5875.0,0.809,0.895,4.572,1.0,100.0,209.9436,1375.2338,0.897,2.4845,,35.21,Kepler,,,,,,,,,,,,
K00120.01,,FALSE POSITIVE,FALSE POSITIVE,20.5452375,218.5,2.41,742.0,71.57,5670.0,1.264,0.937,4.206,1.0,67.0,41.057766,93.56568,0.95,2.517,,22.7,Kepler,,,,,,,,,,,,
K00872.01,Kepler-46 b,CONFIRMED,CANDIDATE,33.60123371,7425.9,8.46,495.0,14.22,5149.0,0.93,0.882,4.447,2.0,39.0,44.19851,173.7981,0.67,4.4056,,49.6,Kepler,,,,,,,,,,,,
K00872.02,Kepler-46 d,CONFIRMED,CANDIDATE,6.76652928,450.7,1.97,845.0,120.48,5149.0,0.93,0.882,4.447,2.0,194.0,4.929026,16.790316,0.429,2.9004,,16.49,Kepler,,,,,,,,,,,,
K00873.01,Kepler-710 b,CONFIRMED,CANDIDATE,4.347288783,451.6,2.36,1174.0,449.79,5754.0,1.122,1.014,4.345,1.0,307.0,4.846328,34.36066,0.025,2.1024,,16.107,Kepler,,,,,,,,,,,,
K00874.01,Kepler-246 b,CONFIRMED,CANDIDATE,4.601811819,755.9,2.35,896.0,152.91,4986.0,0.833,0.793,4.496,2.0,295.0,6.6083684,52.078793,0.567,2.2607,,13.32,Kepler,,,,,,,,,,,,
K00874.02,Kepler-246 c,CONFIRMED,CANDIDATE,11.18719905,353.6,1.55,667.0,46.65,4986.0,0.833,0.793,4.496,2.0,117.0,3.560772,17.25928,0.387,3.252,,24.72,Kepler,,,,,,,,,,,,
K00875.01,Kepler-1729 b,CONFIRMED,CANDIDATE,4.220965778,2260.0,2.62,595.0,29.68,3837.0,0.517,0.544,4.747,1.0,321.0,13.098274,134.46404,0.705,3.0854,,8.13,Kepler,,,,,,,,,,,,
K00876.01,,FALSE POSITIVE,FALSE POSITIVE,6.998099523,20285.0,588.66,853.0,125.22,5612.0,0.829,0.926,4.566,1.0,192.0,58.719604,551.317,7.361,2.0488,,38.6,Kepler,,,,,,,,,,,,
K00877.01,Kepler-81 b,CONFIRMED,CANDIDATE,5.95489993,1410.7,2.33,635.0,38.52,4261.0,0.633,0.64,4.641,3.0,226.0,10.906055,83.29438,0.327,2.3892,,18.69,Kepler,,,,,,,,,,,,
K00877.02,Kepler-81 c,CONFIRMED,CANDIDATE,12.03987488,1250.6,2.18,502.0,15.06,4261.0,0.633,0.64,4.641,3.0,106.0,9.71719,51.105682,0.286,2.7363,,33.32,Kepler,,,,,,,,,,,,
K00877.03,Kepler-81 d,CONFIRMED,CANDIDATE,20.83762895,439.0,1.42,418.0,7.24,4261.0,0.633,0.64,4.641,3.0,67.0,5.914461,12.130763,0.706,2.3734,,49.4,Kepler,,,,,,,,,,,,
K00121.01,,FALSE POSITIVE,FALSE POSITIVE,8.8111022,401.1,63.66,1399.0,904.92,6200.0,2.404,1.333,3.8,1.0,125.0,10.118381,60.319134,1.223,5.0683,,3.15,Kepler,,,,,,,,,,,,
K00878.01,Kepler-711 b,CONFIRMED,CANDIDATE,23.58917143,1200.7,3.16,487.0,13.34,4919.0,0.721,0.697,4.566,1.0,56.0,9.867276,45.141907,0.926,5.073,,16.88,Kepler,,,,,,,,,,,,
K00123.01,Kepler-109 b,CONFIRMED,CANDIDATE,6.481633073,298.5,2.54,1145.0,406.25,5945.0,1.302,1.009,4.213,2.0,214.0,13.492653,92.47206,0.833,3.784,,7.71,Kepler,,,,,,,,,,,,
K00892.01,Kepler-716 b,CONFIRMED,CANDIDATE,10.37168928,1254.9,3.2,720.0,63.68,5121.0,0.888,0.822,4.457,2.0,128.0,8.5752535,51.219067,0.537,3.035,,23.0,Kepler,,,,,,,,,,,,
K00892.02,Kepler-716 c,CONFIRMED,CANDIDATE,3.96996298,299.2,1.78,992.0,229.37,5121.0,0.888,0.822,4.457,2.0,320.0,3.348457,12.679447,0.836,1.1757,,15.04,Kepler,,,,,,,,,,,,
K00893.01,Kepler-717 b,CONFIRMED,CANDIDATE,4.40841331,549.4,2.66,1139.0,398.0,6007.0,0.961,0.968,4.457,1.0,279.0,5.7962294,37.416832,0.899,5.012,,3.45,Kepler,,,,,,,,,,,,
K00894.01,,FALSE POSITIVE,FALSE POSITIVE,7.9426176,1590.7,4.68,878.0,140.57,5811.0,0.926,1.036,4.521,1.0,172.0,22.463158,69.78485,0.942,6.703,,4.238,Kepler,,,,,,,,,,,,
K00881.02,Kepler-712 c,CONFIRMED,CANDIDATE,226.8904775,3136.4,4.53,236.0,0.73,5067.0,0.75,0.789,4.585,2.0,7.0,18.208637,32.135025,0.731,7.558,,174.7,Kepler,,,,,,,,,,,,
K00882.01,,FALSE POSITIVE,FALSE POSITIVE,1.956811408,24905.0,21.58,1109.0,357.16,5209.0,0.603,0.602,4.657,1.0,685.0,114.08557,1443.2662,1.091,2.1958,,5.28,Kepler,,,,,,,,,,,,
K00883.01,,CANDIDATE,CANDIDATE,2.688899233,37491.6,12.04,929.0,175.76,4820.0,0.639,0.699,4.667,1.0,499.0,120.20046,1777.0094,0.001,2.11275,,11.4204,Kepler,,,,,,,,,,,,
K00884.01,Kepler-247 c,CONFIRMED,CANDIDATE,9.439459486,3036.1,4.16,686.0,52.32,5097.0,0.779,0.891,4.597,3.0,144.0,25.131163,163.44994,0.049,2.8979,,26.081,Kepler,,,,,,,,,,,,
K00122.01,Kepler-95 b,CONFIRMED,CANDIDATE,11.523067458,507.3,3.13,927.0,174.81,5644.0,1.411,1.053,4.162,1.0,116.0,16.45347,120.53189,0.0,3.8757,,23.181,Kepler,,,,,,,,,,,,
