pl_name,pl_letter,pl_orbper,pl_trandep,pl_rade,pl_eqt,pl_trandur,st_rad,st_mass,st_teff,st_logg,ra,dec,stellar_density
K2-270 c,c,4.400037,0.1357,3.3,809.0,1.56,0.82,0.88,5293.0,4.4905,131.2665588,13.5497322,1.5960302375183184
K2-270 b,b,1.543452,0.0286,1.3,809.0,1.644,0.735,0.88,5293.0,4.4905,131.2665588,13.5497322,2.216259728010784
K2-373 b,b,11.02066,0.1357,2.061,809.0,2.7888,1.486,1.158,6138.0,4.156,123.1361518,13.6884986,0.35290038415480246
EPIC 246178445.01,,6.39595,0.1357,2.6,809.0,2.7888,0.68,0.88,3972.0,4.4905,347.4535633,-5.4664297,2.798697333604722
EPIC 206439513.01,,18.415126,0.1357,69.44309317,809.0,2.7888,3.465887,0.88,6211.0,3.5776933,337.8536542,-5.9779773,0.021136811525473802
EPIC 211754117.01,,13.798845,0.1357,1.665,809.0,3.0,0.68,0.824,4980.0,4.686,134.1480303,16.6656338,2.62059841237533
EPIC 212703473.01,,6.788,0.0204,2.6,809.0,2.784,1.09551,0.88,5841.15,4.4905,201.2364742,-8.1717857,0.6693197396713125
EPIC 212150006.01,,0.898,0.1878,2.6,809.0,0.95808,0.8640925,0.88,5293.0,4.4905,128.1695507,23.0320039,1.3639610395866055
EPIC 215364084.01,,2.74324,0.135,28.0,809.0,5.928,4.88,0.88,5293.0,4.4905,281.5128962,-24.3741791,0.007572219701208471
EPIC 203710387.01,,1.404411,0.1357,78.98999999999978,809.0,2.28504,2.02,0.88,6933.0,4.02,244.1277536,-25.2057083,0.10676491627204088
K2-35 c,c,5.60967748,0.093,2.6,809.0,2.29,0.779092,0.68,4323.44,4.4874,170.1031027,1.2858679,1.4379463344934598
K2-266 d,d,14.6982,0.1357,2.6,809.0,2.7888,0.703,0.686,4285.0,4.581,157.9356855,0.9372782,1.9745045581653602
K2-197 b,b,8.358,0.0515,2.6,809.0,3.21408,0.923,0.997,5627.0,4.50636,202.3934779,-7.3739779,1.2679147532000687
K2-4 b,b,10.00329,0.12,2.37,563.0,2.7888,0.6,0.63,4197.0,4.4905,174.7455392,-3.9055746,2.916666666666667
EPIC 220400525.01,,57.8396,0.899,9.8,809.0,6.552,0.729,0.88,5293.0,4.4905,17.1746887,4.7252207,2.2714338167076136
EPIC 205029914.01,,4.98205,0.1357,2.3,809.0,3.92592,1.01,0.88,5594.0,4.382,249.0251664,-19.7445289,0.854119330176327
EPIC 201390927.01,,2.638,0.11,2.91,1313.0,1.6992,0.8640925,0.88,4264.47,4.4905,184.5853275,-1.0989451,1.3639610395866055
EPIC 202059377.01,,1.57753,0.1357,26.0,809.0,0.6020314999999999,1.93,0.88,7055.639999999992,4.08,99.184275,21.651567,0.12240826578506751
EPIC 204990932.01,,21.9184,0.133,3.18,809.0,2.904,0.72,0.88,5293.0,4.4905,245.551683,-19.9298146,2.3576817558299044
EPIC 205152172.01,,0.98036126,0.0523,1.44,809.0,1.14,0.58,0.88,3932.0,4.4905,245.1798804,-19.1443126,4.510230021731109
K2-33 b,b,5.4224,0.18,2.6,809.0,2.7888,0.909623,0.349,3318.0,4.06317,242.5613635,-19.3193831,0.4637043049559275
EPIC 205950854 c,c,8.050722,0.1357,1.31,960.6,2.7888,0.83,0.877,5502.7,4.4905,333.1100738,-16.3418863,1.5337879315199543
K2-21 c,c,15.50116,0.1357,1.53,809.0,2.333,0.46,0.523,4006.0,4.828,340.3037846,-14.4893256,5.3731404619051535
K2-21 b,b,9.325038,0.1357,1.84,809.0,2.7888,0.646783,0.676023,4222.06,4.4905,340.3037846,-14.4893256,2.498536410766003
EPIC 206024342 d,d,14.6435,0.0872,2.52,809.0,4.008,0.823,0.88,5293.0,4.4905,331.2771441,-14.1218019,1.5786402313122694
K2-58 c,c,2.537071,0.1357,1.62512091,809.0,2.7888,0.803348,0.857874,5134.0,4.54,333.8218395,-14.049857,1.6546736661086687
K2-60 b,b,3.00265,0.1357,7.655747,1400.0,3.08,1.12,0.97,5500.0,4.07,338.6062312,-13.7318044,0.6904268403790085
K2-367 b,b,20.643928,0.118,2.54,809.0,1.94,0.68,0.88,4396.0,4.4905,337.8588454,-13.2644554,2.798697333604722
K2-172 b,b,14.316941,0.1357,1.66608079,809.0,2.7888,0.868889,0.934356,5569.0,4.61,335.3081368,-12.5569819,1.424359056532131
K2-69 b,b,7.0658874,0.21,3.07,809.0,1.65,0.61,0.88,4059.0,4.4905,335.7596816,-10.4886817,3.8769764870187373
K2-72 d,d,7.760178,0.1357,1.01,809.0,2.7888,0.330989,0.271365,3360.47,4.4905,334.6227504,-9.6120084,7.48364452670785
K2-72 b,b,5.57739,0.1357,0.77002,809.0,1.67,0.232,0.217,3497.0,4.990989999999999,334.6227504,-9.6120084,17.377839394809133
EPIC 206317286 c,c,17.5125,0.0948,2.15,809.0,3.936,0.669,0.88,5293.0,4.4905,337.6178427,-7.972456,2.9390320282651783
K2-77 b,b,8.20008746059,0.10795927,2.79975419,704.46,2.4601181,0.793476,0.88,4865.6,4.54,55.228521,12.572448,1.7614944783231916
K2-80 b,b,19.0918,0.1357,2.01,809.0,4.46,0.87,0.9,5441.0,4.519,59.037486,13.5590288,1.366736370221548
K2-80 d,d,28.867253,0.1357,2.55211506,809.0,2.7888,0.841458,0.913111,5377.0,4.65,59.037486,13.5590288,1.5325909029695515
K2-80 c,c,5.605309,0.1357,1.48914397,809.0,2.7888,0.841458,0.913111,5377.0,4.65,59.037486,13.5590288,1.5325909029695515
K2-174 b,b,19.562307,0.1357,2.6,455.0,5.808,0.676,0.7,4455.0,4.625,60.7929729,16.347166,2.2659898081734737
EPIC 202675839.01,,15.465691,0.249,4.13,809.0,3.08,0.76,0.88,4989.0,4.4905,243.8422245,-28.188578156000002,2.004665403119988
EPIC 215854715.01,,11.12366,0.0427,1.8,809.0,3.576,0.8327,0.88,5293.0,4.4905,293.2016762,-23.4151604,1.5241123358128466
K2-387 b,b,28.735998,0.1357,4.0,809.0,2.9904,0.35,0.88,5293.0,4.4905,19.4418282,11.3684915,20.524781341107875
WASP-151 b,b,4.5334775,1.0664,13.30506009,1312.0,3.6643,1.181,1.081,5293.0,4.4905,349.0634651,0.3066895,0.656260101135291
WASP-151 b,b,4.533471,0.1357,12.66617,1290.0,3.66,1.14,1.077,5871.0,4.35,349.0634651,0.3066895,0.7269443229495718
K2-395 c,c,8.491282,0.1357,3.395,809.0,2.3,0.783,0.952,5007.0,4.628,70.4438684,16.6743415,1.9831321817572223
K2-260 b,b,2.6266974,0.1357,2.6,809.0,2.7888,1.69,1.39,6367.0,4.15,76.8673317,16.8676948,0.2879749333358747
EPIC 205996447.01,,0.80032756,10.4,21.3,809.0,2.0,0.61,0.88,4028.0,4.4905,339.7266671,-14.9256728,3.8769764870187373
EPIC 212150006.01,,0.89803906,0.163,2.6,809.0,1.611,0.8640925,0.88,5293.0,4.4905,128.1695507,23.0320039,1.3639610395866055
BD+20 594 b,b,41.6855,0.049,2.57807,809.0,2.7888,1.08,1.6,5766.0,4.5,53.6511231,20.5990205,1.2701315856322715
K2-30 b,b,4.09849,0.1357,11.982421,1203.0,2.7888,0.839,0.917,5575.0,4.6,52.3420548,22.2993491,1.552685342292591
K2-90 b,b,13.734907,0.1357,2.53,809.0,2.7888,0.634754,0.704613,4421.98,4.4905,59.1527391,22.4724517,2.755080624891807
K2-29 b,b,3.2589263,1.884,11.209,1076.0,2.13,0.748,0.864,5222.0,4.626,62.670422,24.4016558,2.0644717712540808
EPIC 206360885.02,,1.49462,0.0779,1.8,809.0,1.848,0.586,0.88,5293.0,4.4905,337.8799569,-7.2689116,4.373104184794344
K2-176 b,b,5.329439,0.1357,1.49090097,809.0,2.7888,0.86416,0.938545,5428.0,4.63,58.2691796,17.9069486,1.4543623413026694
K2-97 b,b,8.405276,0.1357,8.04276104,809.0,2.7888,2.949151,1.054213,4836.0,3.5776933,127.762837,10.8475571,0.04109957574777916
K2-182 b,b,4.736893,0.1178,2.86,809.0,2.58,0.822,0.88,5293.0,4.4905,130.180046,10.9829509,1.5844087039290502
K2-182 b,b,4.7369696,0.0988,2.71257333,965.8,2.56632,0.789,0.823,5128.0,4.56,130.180046,10.9829509,1.6755941119736915
K2-182 b,b,4.736834,0.1357,2.9,809.0,2.5704,0.82,0.88,5293.0,4.4905,130.180046,10.9829509,1.5960302375183184
K2-371 b,b,3.114878,0.1357,12.5,809.0,2.3592,0.77,0.88,5293.0,4.4905,128.0670932,11.6307099,1.9275715008553598
K2-330 b,b,13.773,0.0245,2.6,809.0,4.31112,1.46908,1.221,6266.98,4.19069,126.8968265,11.6674131,0.38510514871225826
K2-268 c,c,9.3261,0.1357,3.1,809.0,2.8104,0.78,0.88,5293.0,4.4905,133.7094899,11.8482712,1.8543805526054045
K2-268 e,e,6.13174,0.0436,1.72,809.0,2.448,0.773,0.88,5293.0,4.4905,133.7094899,11.8482712,1.905215869867105
K2-372 b,b,9.84413,0.1093,3.23,809.0,3.696,0.9395,0.88,5293.0,4.4905,130.7988719,13.0094226,1.0611879719970685
K2-183 d,d,22.629496,0.1357,2.54112738,809.0,2.7888,0.873283,0.942219,5482.0,4.6,125.007177,14.0194586,1.4147732502508863
K2-185 b,b,10.6161,0.0162,1.19,809.0,2.544,0.891,0.88,5293.0,4.4905,130.2596625,14.6902225,1.244083585559617
K2-185 c,c,52.7099,0.0757,2.48,809.0,4.92,0.891,0.88,5293.0,4.4905,130.2596625,14.6902225,1.244083585559617
K2-333 b,b,14.75650149447,0.2238483,5.7395617,810.78,4.9375033,1.20174,0.88,5790.7,4.3,136.7892752,15.2056765,0.5070503902953313
K2-271 b,b,8.562,0.4581,2.6,809.0,2.97504,1.02304,0.98,5545.28,4.4095,125.2239144,16.0907958,0.9152679015463886
EPIC 211493669.01,,0.58337,1.6936,2.6,809.0,1.164,0.742872,1.04,5802.79,4.71327,131.6413223,13.0490997,2.536830035674354
EPIC 201456770.01,,8.006875,0.1357,2.384,809.0,2.5,0.846,0.904,5403.0,4.538,185.6973984,-0.1218824,1.4929915212483018
EPIC 217231249.01,,4.833191,1.8419,25.31,809.0,4.8,1.8456,0.88,5293.0,4.4905,288.2290343,-20.9394612,0.13998126942539368
EPIC 206192335.01,,3.59905,0.1357,1.58797235,809.0,2.7888,0.826124,0.88,5459.0,4.59,332.6644652,-9.889599,1.5607989154813382
EPIC 201828749.01,,33.515399,0.0822,2.03,809.0,4.81,0.65,0.88,4222.0,4.4905,175.6541539,5.8942286,3.2043695949021394
EPIC 220679255.01,,8.1344,0.0389,2.36,809.0,1.92,1.153,0.88,5293.0,4.4905,13.5724016,10.9092439,0.5741095223529663
EPIC 210678858.02,,14.8484,0.1018,2.68,809.0,3.6,0.816,0.88,5293.0,4.4905,51.5489144,18.0665887,1.6196165125027329
EPIC 211526186.01,,0.682618,1.0943,2.6,809.0,1.1688,2.77001,1.16,6120.16,3.61756,135.274273,13.5092749,0.054577542750031856
K2-136 c,c,17.3070631,0.1909,3.7275,658.0,3.646,0.77,0.88,4230.6,4.48,67.4128615,22.8825674,1.9275715008553598
K2-266 b,b,0.658524,0.18,3.3,1515.0,0.6020314999999999,0.703,0.686,4285.0,4.581,157.9356855,0.9372782,1.9745045581653602
K2-266 d,d,14.697,0.1465,2.93,538.3,3.408,0.703,0.686,4285.0,4.581,157.9356855,0.9372782,1.9745045581653602
K2-400 b,b,3.865053,0.1357,1.163,809.0,1.6,0.382,0.374,3578.0,4.847,154.5110307,3.6969271,6.709366462151782
K2-402 b,b,17.27474,0.1357,2.678,809.0,5.2,1.28,0.944,5716.0,4.197,161.451913,6.419318,0.4501342773437499
EPIC 201565013.01,,8.6382631,2.43,8.53,809.0,1.89,0.5,0.88,3720.0,4.4905,176.9920988,1.5102769,7.04
K2-104 b,b,1.974238,0.1357,1.96,809.0,2.7888,0.492279,0.426533,3546.46,4.4905,129.6366594,19.7737202,3.575351199929865
K2-122 b,b,2.219282,0.1357,1.21,814.0,2.7888,0.6,0.62,4027.0,4.68,126.4762179,20.3593384,2.8703703703703707
K2-343 b,b,2.78711,0.147,2.0,809.0,1.728,0.507,0.88,5293.0,4.4905,134.2021746,21.5026882,6.752409841075666
K2-124 b,b,6.41362,0.553,2.36,809.0,1.6488,0.299,0.88,5293.0,4.4905,133.6410515,23.1329509,32.920703489994864
K2-190 b,b,10.098858,0.1357,1.35673729,809.0,2.7888,0.912206,0.904597,5631.0,4.38,205.3630485,-13.1608686,1.1917258771196149
K2-191 b,b,2.85794855,0.026,2.6,809.0,2.799,0.891502,0.832,5012.0,4.45795,201.6391407,-12.8066737,1.1742386224280963
K2-377 b,b,12.832235,0.1357,1.693,809.0,2.7888,0.691,0.821,4200.0,4.673,202.897887,-12.0951142,2.4883359555171127
K2-195 c,c,28.482786,0.1357,2.57581891,809.0,2.7888,0.906367,0.963364,5712.0,4.55,199.8315191,-8.5095364,1.2938328051368742
EPIC 212328538.01,,3.56467,0.075,1.62,809.0,1.848,0.564,0.88,5293.0,4.4905,207.9868012,-16.7067415,4.9050717014463014
EPIC 220192485.01,,50.6939885,1.12,8.48837,364.0,4.068,0.78,0.88,5216.0,4.6039,19.1306968,-0.290103,1.8543805526054045
K2-115 b,b,20.2730282,1.7182,10.4386,592.0,3.651,0.86,0.88,5742.0,4.58473,126.5535002,12.281851,1.3835259788446301
K2-404 b,b,13.115365,0.1357,2.53,809.0,2.7888,0.552,0.552,3748.0,4.695,160.3249517,12.1911149,3.2818735559756345
K2-405 b,b,3.435471,0.1357,4.569,809.0,2.7888,0.765,1.034,4927.0,4.685,164.3759959,12.535614,2.3095971411476004
K2-406 b,b,22.549406,0.1357,4.602,809.0,4.8,0.961,0.798,5784.0,4.374,230.8872242,-25.3706149,0.8991512002528812
K2-407 c,c,9.22453,0.1357,1.36,809.0,2.7888,0.927,0.881,5563.0,4.45,232.5552584,-23.0067371,1.1059530890125289
K2-407 c,c,9.22453,0.1357,1.36,809.0,3.7,0.927,0.881,5563.0,4.45,232.5552584,-23.0067371,1.1059530890125289
K2-315 b,b,3.1443189,0.1357,0.95,460.0,0.821,0.196,0.174,3300.0,4.990989999999999,228.0210932,-20.1081634,23.108993701603918
K2-240 b,b,6.034,0.131,2.0,586.0,2.1528,0.54,0.58,3810.0,4.7,227.849371,-17.8754464,3.6833815983335865
K2-408 b,b,20.978959,0.1357,1.677,809.0,2.7888,0.784,0.813,5335.0,4.559,227.9168555,-17.6842698,1.6871059518142948
HD 137496 c,c,59.84855433221,0.1357,2.6,370.0,2.7888,1.59,1.04,5799.0,4.05,231.7420543,-16.5090014,0.25872712721587965
EPIC 211762841.01,,1.56494,0.122,2.06,809.0,0.6672,0.556,0.88,5293.0,4.4905,128.9263659,16.7892549,5.119862497249236
EPIC 212040382.01,,4.445559,0.4228,15.9,809.0,3.6312,2.237,0.88,6520.0,3.932,136.1699005,20.9314478,0.07861125322182001
EPIC 210401157.01,,1.3155918,3.733,38.3,809.0,2.196,1.69,0.88,5293.0,4.4905,59.3662764,13.4936805,0.182315065709043
EPIC 212737443 b,b,13.603,0.1212,2.6,809.0,2.76,0.669035,0.724,4581.0,4.64691,204.2215065,-7.3180577,2.4176423346300564
K2-383 b,b,1.865979,0.1357,1.85861238,809.0,2.7888,0.825125,0.88,5231.0,4.68,282.008765,-18.3795798,1.566474879806807
K2-384 c,c,4.19525,0.146,1.05,809.0,1.272,0.257,0.88,5293.0,4.4905,20.4998403,0.7509701,51.842185553432714
K2-208 b,b,4.190948,0.1357,1.67866113,809.0,2.7888,0.862368,0.925184,5582.0,4.62,20.7789809,0.8890076,1.4426142419681711
EPIC 211822797 b,b,21.1595,0.06,2.6,809.0,2.7888,0.597044,0.585671,3811.0,4.65371,130.4102091,17.6399744,2.7519130348783576
WASP-28 b,b,3.408833,1.6032,14.2632,1430.0,3.163,1.11,0.88,6134.0,4.41,353.4175668,-1.5799849,0.6434484155448361
K2-289 b,b,13.156974,0.778,5.19,809.0,3.93,0.54,0.88,3816.0,4.4905,246.6429443,-15.7925384,5.588578976781994
K2-352 b,b,3.665912,0.1357,1.37,1160.0,1.63,0.95,0.98,5791.0,4.47,140.4451478,18.469628,1.1430237643971426
WASP-118 b,b,4.0460435,0.755,16.14096,1729.0,4.8048,1.696,1.32,6410.0,4.1,19.5505861,2.7027847,0.2705804330084567
K2-385 b,b,2.38098,0.0506,1.72,809.0,1.92,0.734,0.88,5293.0,4.4905,12.6140752,5.8712567,2.2253303568663165
K2-295 b,b,4.02488968,0.1357,2.6,809.0,2.7888,0.7,0.74,4444.0,4.63,19.6101417,6.8167277,2.157434402332362
K2-295 b,b,4.0248735,2.3775,11.6786,876.0,2.384,0.75,0.88,4492.0,4.52,19.6101417,6.8167277,2.0859259259259257
K2-150 b,b,10.59366,0.21,1.71,809.0,2.4,0.36,0.88,5293.0,4.4905,18.3443908,8.9874328,18.861454046639235
K2-223 c,c,4.562546,0.1357,1.5,809.0,2.7888,1.0,0.88,5859.0,4.5,185.306183,-10.2820915,0.88
K2-140 b,b,6.56918,1.28,12.25,957.0,3.3,0.99,1.0,5705.0,4.45,188.1373172,-9.6076115,1.0306101521283646
K2-140 b,b,6.569188,1.557,13.56286665,962.0,3.81,1.06,0.96,5585.0,4.4,188.1373172,-9.6076115,0.8060345117110097
K2-154 b,b,3.67635,0.1357,2.23,809.0,2.7888,0.649,0.672,3978.0,4.645,189.0015173,-2.6696217,2.4583017066295008
EPIC 228784812.01,,4.18787,0.015000999999999999,1.36,1142.0,2.2008,0.972391,0.988,5589.98,4.45714,185.4282484,-7.4110169,1.07456861735999
EPIC 210843708.01,,0.7041655,0.117,2.6,809.0,1.775,5.866196499999953,0.88,4564.0,4.4905,57.7890482,20.5350814,0.004359260806157436
EPIC 203925865.01,,8.79689,0.0527,4.85,809.0,6.96,2.047,0.88,5293.0,4.4905,253.0328697,-24.3879636,0.10259569650228405
EPIC 201927336.01,,6.4498648,0.0814,2.63,809.0,1.63,0.85,0.88,5395.0,4.4905,170.9338271,7.9170687,1.432933034805618
EPIC 201785059.01,,1.395336,0.0665,0.77002,809.0,1.2312,0.28,0.88,5293.0,4.4905,170.6976906,5.0951726,40.087463556851304
EPIC 211738534.01,,0.56802,1.3803,2.6,809.0,3.3336,0.451115,0.447745,3385.0,4.78052,136.2090845,16.4458014,4.877181756656644
EPIC 211064647.01,,6.738783,1.265,44.0,809.0,7.176,1.6,0.88,5293.0,4.4905,63.3668036,24.0030491,0.21484374999999994
EPIC 201775904.01,,6.738783,1.3972,35.0,809.0,4.8072,1.266,0.88,5293.0,4.4905,168.0081427,4.9320303,0.4336921437973171
EPIC 211817229.01,,2.17693,0.1357,7.92,809.0,2.7888,0.18003999999999998,0.14138339999999996,3176.0,4.990989999999999,126.9728935,17.5583062,24.226540856630255
EPIC 201238163.01,,1.0829614,0.0655,1.56,809.0,1.22,0.56,0.88,3875.0,4.4905,173.2627978,-3.3887192,5.010932944606413
EPIC 211733267.01,,8.658143,0.7969,19.1,809.0,1.6968,0.9,0.88,5293.0,4.4905,130.0093645,16.3723455,1.2071330589849107
EPIC 210659688.01,,2.357651,0.469,1.95,809.0,0.8352,0.267,0.88,5293.0,4.4905,55.5807493,17.8002937,46.23266071641815
K2-275 c,c,8.438756,0.1357,2.34,660.0,2.7888,0.73,0.79,4812.0,4.61,132.1698795,20.4550162,2.030759581200822
EPIC 206042996 b,b,5.29853,0.197,3.32,809.0,3.144,0.668,0.88,5293.0,4.4905,337.5136198,-13.6101475,2.952251043110809
K2-29 b,b,3.258768,0.1357,11.42,809.0,2.071,0.85,0.94,5323.0,4.55,62.670422,24.4016558,1.5306330144514555
EPIC 202064253.01,,21.140574,5.01,31.5,809.0,4.63,1.29,0.88,6205.0,4.4905,91.5042033,22.891765,0.4099336233613718
EPIC 212443457.01,,24.482,0.804,28.2,809.0,8.016,2.763,0.88,5293.0,4.4905,209.40894,-13.9427014,0.04171958862262913
EPIC 206468053.01,,27.837146,0.1357,5.149,809.0,7.4,0.64,0.741,4241.0,4.696,340.3502909,-5.4936767,2.8266906738281246
EPIC 211506851.01,,10.542179,0.1357,3.123,809.0,3.3,0.916,0.81,5441.0,4.423,129.2557752,13.2359338,1.0538980425412996
EPIC 201164625.01,,2.71189,0.02,4.34,1827.949999999999,3.1008,3.16745,1.28,6402.0,3.5776933,181.5936878,-4.9467043,0.04027918416733616
EPIC 212639319.01,,13.843678,0.1357,21.4,809.0,1.7688,0.81,0.88,5293.0,4.4905,199.5780236,-9.6918696,1.6558752523798501
K2-138 g,g,41.96645,0.1357,3.18,445.0,4.035,0.839,0.916,5283.0,4.538,348.9490311,-10.8497391,1.5509921194547585
K2-294 b,b,2.50387,0.1357,1.66,1425.0,2.6,1.2,0.987,5612.0,4.2,352.0516724,-7.6037856,0.5711805555555556
K2-395 c,c,8.491282,0.1357,3.395,809.0,2.7888,0.783,0.952,5007.0,4.628,70.4438684,16.6743415,1.9831321817572223
K2-395 b,b,4.803352,0.1357,2.597,809.0,2.7888,0.783,0.952,5007.0,4.628,70.4438684,16.6743415,1.9831321817572223
EPIC 201923289.01,,0.78214992,0.0226,1.29,809.0,1.31,0.79,0.88,5144.0,4.4905,174.9206066,7.8258194,1.784848663087504
EPIC 211477347.01,,1.641114,23.2835,2.6,809.0,4.404,1.10451,1.6,7055.639999999992,4.65708,130.746916,12.8116845,1.1874382269024117
EPIC 213462890.01,,5.84643,1.521,10.4,809.0,1.968,0.698,0.88,5293.0,4.4905,289.0979247,-28.188578156000002,2.5877147676812027
EPIC 201577112.01,,44.394,1.517,4.07,809.0,2.784,0.318,0.88,5293.0,4.4905,177.7087476,1.6919004,27.365369224756506
EPIC 211822797 b,b,21.1701963,0.1357,1.92,431.0,2.7888,0.58,0.62,4057.0,4.7,130.4102091,17.6399744,3.1776620607651
HAT-P-56 b,b,2.7908327,0.1357,16.432394,809.0,2.7888,1.428,1.296,6566.0,4.4905,100.8480137,25.479273582999987,0.4450618606315488
HAT-P-56 b,b,2.790833,0.1357,2.6,809.0,2.7888,0.8640925,0.88,6568.0,4.26,100.8480137,25.479273582999987,1.3639610395866055
K2-416 b,b,13.102,0.1357,2.66,447.0,2.77,0.554,0.548,3746.0,4.691,349.2211822,-5.2015032,3.222932903759506
K2-260 b,b,2.6266657,0.947,17.396368,1827.949999999999,4.1676,1.69,1.39,6367.0,4.15,76.8673317,16.8676948,0.2879749333358747
K2-396 b,b,0.673862,0.1357,1.579,809.0,2.7888,0.92,0.954,5236.0,4.488,74.6928607,17.2690562,1.2251376674611654
K2-324 b,b,3.262,0.199,2.43,707.0,2.7888,0.505,0.517,3752.0,4.743,157.6222171,6.8636732,4.014360851828737
K2-48 b,b,20.507693,0.124,2.78,809.0,3.57,0.72,0.88,4728.0,4.4905,176.1233077,3.2723812,2.3576817558299044
K2-352 d,d,14.869943,0.19,4.4,809.0,2.8632,0.923,0.88,5930.0,4.497,140.4451478,18.469628,1.1191223498656575
K2-333 b,b,14.759287,0.1357,6.18,826.0,4.96,1.22,1.06,5880.0,4.29,136.7892752,15.2056765,0.5837493006022532
K2-89 b,b,1.095979,0.1357,1.08,809.0,2.7888,0.535057,0.531616,3677.0,4.70687,57.0671234,20.4594885,3.47054670123699
K2-122 b,b,2.219368,0.0432,1.17,809.0,1.236,0.532,0.88,5293.0,4.4905,126.4762179,20.3593384,5.844505548454776
HIP 116454 b,b,9.1205,0.097,2.46598,809.0,2.7888,0.72,0.81,5089.0,4.59,353.4175668,0.4447043,2.1701388888888893
K2-158 c,c,5.90279,0.015000999999999999,1.28,948.0,5.0,0.95,0.92,5503.0,4.45,179.9397081,-5.7216879,1.0730427175973176
K2-131 b,b,0.369311,0.1357,1.5,809.0,2.7888,0.81,0.88,5200.0,4.6,182.751404,-9.7652392,1.6558752523798501
K2-50 b,b,8.7529874,0.119,2.46,809.0,2.91,0.65,0.88,4252.0,4.4905,169.483654,5.988289,3.2043695949021394
K2-278 b,b,3.335115,0.1357,1.6,809.0,3.48,0.9,0.88,5293.0,4.4905,203.3018653,-14.5041057,1.2071330589849107
K2-349 b,b,9.032178,0.1357,1.38,518.0,3.25,0.49,0.54,4385.0,4.78,199.0996546,-14.4447454,4.589924266249607
K2-350 b,b,4.163873,0.1357,1.54,1158.0,2.75,1.04,0.98,5789.0,4.39,204.0355092,-14.0092516,0.8712164314974965
K2-348 b,b,4.6886342,0.1469,3.36071,946.0,2.651,0.87,0.88,4954.0,4.47,130.8783479,24.4229559,1.3363644508832915
K2-350 c,c,19.9901,0.0748,2.81,809.0,4.56,1.006,0.88,5293.0,4.4905,204.0355092,-14.0092516,0.8643481961646402
K2-191 b,b,2.858646,0.1357,1.57889322,809.0,2.7888,0.839696,0.900994,5176.0,4.57,201.6391407,-12.8066737,1.5217932231449287
K2-377 b,b,12.83306,0.0754,1.82,809.0,3.408,0.649,0.88,5293.0,4.4905,202.897887,-12.0951142,3.219204615824346
K2-351 b,b,7.806,0.0477,2.6,809.0,2.74992,1.03974,1.03,5739.0,4.41706,206.6522408,-11.8049588,0.9163533426360854
EPIC 212555594.02,,4.162764,0.1357,1.5,809.0,1.5504,0.83,0.88,5293.0,4.4905,206.5823122,-11.5563527,1.539034640521733
K2-192 b,b,4.162817,0.1357,1.52,939.0,2.7888,0.81,0.9,5222.0,4.57,206.5823122,-11.5563527,1.6935087808430285
K2-193 b,b,14.787207,0.1357,4.01454158,809.0,2.7888,0.95685,0.9943,5623.0,4.46,205.2371043,-11.0093342,1.1349738509780158
K2-193 b,b,14.78708,0.1692,4.18,809.0,4.3872,1.0085,0.88,5293.0,4.4905,205.2371043,-11.0093342,0.8579361437940501
K2-193 b,b,14.786,0.1334,2.6,809.0,4.11696,0.982083,0.984,5576.0,4.44677,205.2371043,-11.0093342,1.0388444363549065
EPIC 212587672 b,b,15.2841,0.1357,1.12,809.0,2.7888,0.8640925,0.95,5293.0,4.4905,205.4445125,-10.8625468,1.4724579404628126
EPIC 212587672 c,c,23.226001,0.1357,2.24459533,809.0,2.7888,0.952744,0.88,5928.0,4.49,205.4445125,-10.8625468,1.0175458908735502
EPIC 212587672 c,c,23.226,0.1357,2.3,809.0,3.2304,0.95,0.88,5293.0,4.4905,205.4445125,-10.8625468,1.026388686397434
K2-292 b,b,16.9841,0.1357,2.63,795.0,3.66,1.09,1.0,5725.0,4.33,205.3758786,-9.9460704,0.7721834800610642
HD 73344 b,b,15.604,0.1357,2.6,809.0,2.7888,1.22,1.19,6148.0,4.36,129.6894456,23.6852651,0.6553411959591331
HD 73344 b,b,15.61136332661,0.05204898,2.90333467,829.66,3.2002615,1.22568,0.88,6061.77,4.31439,129.6894456,23.6852651,0.47791578329620826
K2-42 b,b,6.6874352,0.137,2.79,809.0,3.1,0.69,0.88,4476.0,4.4905,176.6657559,-5.1720463,2.6787698358340264
K2-42 b,b,6.68796,0.1357,2.15,809.0,3.04,0.643,0.702,4613.0,4.659,176.6657559,-5.1720463,2.640609572758135
EPIC 201166680.01,,18.10549,0.1357,2.09985108,809.0,2.7888,1.224685,0.88,6213.0,4.32,181.1211419,-4.8991358,0.47908158344584784
K2-4 b,b,10.0044,0.1357,1.69,809.0,2.87,0.435,0.487,4044.0,4.849,174.7455392,-3.9055746,5.91644988709239
K2-244 b,b,21.070201,0.1357,1.65007129,809.0,2.7888,0.890903,0.88,5728.0,4.51,183.4686492,-3.8318097,1.244489990905491
EPIC 201238110.01,,7.9069606,0.28,3.02,809.0,1.73,0.52,0.88,3772.0,4.4905,179.7058532,-3.3894613,6.25853436504324
EPIC 201238110.01,,7.90417,0.268,2.06,809.0,1.92,0.374,0.88,5293.0,4.4905,179.7058532,-3.3894613,16.821621839848067
