pl_name,pl_letter,pl_orbper,pl_trandep,pl_rade,pl_eqt,pl_trandur,st_rad,st_mass,st_teff,st_logg,ra,dec,stellar_density
K2-189 c,c,6.67934,0.1357,2.48429818,809.0,2.7888,0.862285,0.927528,5503.0,4.61,203.6214411,-15.0365158,1.4466868533315325
HD 106315 b,b,9.5521,0.1357,2.23,809.0,3.96,1.18,1.07,6290.0,4.29,183.4724742,-0.3934357,0.6512350337668409
K2-214 b,b,8.596531,0.1357,2.21567504,809.0,2.7888,1.123168,1.022196,5768.0,4.27,14.8759777,4.2277722,0.7214396587300956
K2-220 b,b,13.682511,0.1357,2.21473364,809.0,2.7888,0.929546,0.959636,5599.0,4.43,12.7700071,9.5167694,1.1947963101875831
K2-100 b,b,1.673918,0.0621,4.67,809.0,2.7888,1.572,0.88,5293.0,4.4905,129.6010863,20.1060074,0.22652964637964354
K2-189 b,b,5.1763,0.1357,1.51234354,809.0,2.7888,0.862285,0.927528,5503.0,4.61,203.6214411,-15.0365158,1.4466868533315325
WASP-107 b,b,5.72149,2.17,10.53646,770.0,2.7528,0.66,0.69,4430.0,4.5,188.3864277,-10.1462141,2.4000333917689285
HD 106315 c,c,21.058,0.1357,4.4,874.0,4.728,1.281,1.027,6254.0,4.234,183.4724742,-0.3934357,0.48856579057929195
K2-132 b,b,9.173866,0.1357,6.86473931,809.0,2.7888,2.162531,0.984438,5035.0,3.8,182.1662666,-8.7472172,0.09734224182607253
GJ 9827 c,c,3.64802,0.1357,1.36,721.9,2.19,0.651,0.659,4255.0,4.7,351.7717763,-1.2853435,2.388594615119678
GJ 9827 d,d,6.20141,0.1357,2.1,604.9,1.6,0.651,0.659,4255.0,4.7,351.7717763,-1.2853435,2.388594615119678
K2-66 b,b,5.06963,0.1357,2.49,1372.0,4.71,1.67,1.11,5887.0,4.03,331.5266563,-10.7115362,0.23832717511658177
K2-100 b,b,1.6739,0.06,2.6,809.0,2.7888,1.21742,1.153,6115.49,4.32901,129.6010863,20.1060074,0.6390105242256379
K2-222 b,b,15.386796,0.1357,2.1,809.0,4.3896,0.96,0.88,5293.0,4.4905,16.4625203,11.7537171,0.9946469907407409
K2-216 b,b,2.174769,0.1357,1.7,809.0,1.8288,0.71,0.88,5293.0,4.4905,11.4802354,6.3470302,2.4587118026548507
K2-199 c,c,7.374689,0.1357,3.0,809.0,2.4504,0.7,0.88,5293.0,4.4905,208.9014508,-6.1360833,2.5655976676384844
K2-105 b,b,8.267084,0.1357,3.5,809.0,3.4008,0.98,0.88,5293.0,4.4905,125.4202985,13.4975122,0.9349845727545496
K2-108 b,b,4.734006,0.1357,5.3,809.0,3.5496,1.77,0.88,5293.0,4.4905,123.3818484,16.419516,0.15869486458008164
K2-98 b,b,10.136527,0.1357,4.5,809.0,4.9704,1.39,0.88,5293.0,4.4905,126.4882114,11.5110933,0.32767119982395126
K2-121 b,b,5.185743,0.1357,7.7,809.0,2.0304,0.71,0.88,5293.0,4.4905,126.9366624,17.5793267,2.4587118026548507
K2-18 c,c,8.962,0.1357,2.6,363.0,2.7888,0.411,0.359,3457.0,4.4905,172.560141,7.5878315,5.170933861004809
K2-27 b,b,6.771389,0.1357,4.58049508,809.0,2.7888,0.855055,0.92012,5368.0,4.58,171.5151874,1.2306237,1.4718458174263231
K2-85 b,b,0.684553,0.1357,1.27572042,809.0,2.7888,0.646851,0.678307,4441.0,4.65,59.464829,18.4649505,2.5061873714977887
K2-117 b,b,1.2916,0.1357,2.03,868.0,2.7888,0.51,0.54,3778.0,4.75,133.8557342,10.4692176,4.070832485243232
K2-181 b,b,6.894256,0.1357,2.84,962.0,2.7888,1.07,0.99,5608.0,4.38,127.5541103,10.9101444,0.8081348981219434
K2-36 c,c,5.340883,0.1357,3.58036658,809.0,2.7888,0.745987,0.800265,4944.0,4.7,169.4490102,3.8665038,1.9277026544914453
K2-24 c,c,42.363982,0.1357,7.1178989,809.0,2.7888,1.068173,1.095122,5744.0,4.41,242.5734559,-24.9906029,0.8985406203332506
K2-37 c,c,6.429582,0.1357,2.59811964,809.0,2.7888,0.818403,0.886868,5382.0,4.66,243.4509662,-24.7870527,1.6179211298738336
K2-37 b,b,4.443774,0.1357,1.52572113,809.0,2.7888,0.818403,0.886868,5382.0,4.66,243.4509662,-24.7870527,1.6179211298738336
K2-32 b,b,8.991942,0.1357,5.17103245,809.0,2.7888,0.839164,0.915819,5415.0,4.73,252.426008,-19.5430504,1.5497766602199283
K2-32 c,c,20.661623,0.1357,3.11517954,809.0,2.7888,0.839164,0.915819,5415.0,4.73,252.426008,-19.5430504,1.5497766602199283
K2-111 b,b,5.351403,0.1357,1.22263837,809.0,2.7888,0.922706,0.876863,5741.0,4.36,59.8903081,21.2985263,1.1161992105550023
K2-220 b,b,13.683256,0.1357,2.39,758.0,2.7888,1.02,0.96,5660.0,4.4,12.7700071,9.5167694,0.9046294411651625
K2-189 b,b,2.588309,0.1357,1.52,1197.0,2.7888,0.87,0.94,5519.0,4.53,203.6214411,-15.0365158,1.4274802088980612
K2-105 b,b,8.26679,0.1357,3.40690334,809.0,2.7888,0.908831,0.964948,5475.0,4.51,125.4202985,13.4975122,1.2854480015680148
K2-99 b,b,18.248708,0.1357,10.53585955,809.0,2.7888,2.276457,1.424556,6033.0,3.78,208.7737624,-5.4424943,0.12075390170848052
K2-117 c,c,5.444017,0.1357,2.06,537.0,2.7888,0.51,0.54,3778.0,4.75,133.8557342,10.4692176,4.070832485243232
K2-199 b,b,3.225423,0.1357,1.88203097,809.0,2.7888,0.667422,0.705681,4681.0,4.69,208.9014508,-6.1360833,2.3735963765851054
K2-189 b,b,2.58819,0.03,1.587,809.0,2.22,0.882,0.88,5293.0,4.4905,203.6214411,-15.0365158,1.2825577129692038
WASP-47 b,b,4.1591399,1.051,12.89,809.0,3.58392,1.15,1.084,5350.0,4.4905,331.203092,-12.019067,0.7127475959562753
K2-3 c,c,24.64745,0.1357,1.56,374.0,2.7888,0.52,0.53,3951.0,4.4905,172.3353708,-1.4551364,3.769344560764679
K2-10 b,b,19.30691,0.144,3.92,703.0,2.7888,0.93,0.94,5647.0,4.4905,172.1216476,1.6906217,1.168635319889054
WASP-47 d,d,9.03081,0.1357,3.63,809.0,2.7888,1.15,1.04,5576.0,4.34,331.203092,-12.019067,0.6838168817292678
K2-3 d,d,44.5705,0.1357,1.53,809.0,4.07,0.553,0.612,5293.0,4.734,172.3353708,-1.4551364,3.6188953810282016
K2-19 c,c,11.90715,0.1357,4.86,809.0,2.7888,0.86,0.93,5430.0,4.63,174.9602543,0.603596,1.4621354094608023
K2-19 d,d,2.50856,0.1357,1.14,1252.0,2.17,0.86,0.93,5430.0,4.63,174.9602543,0.603596,1.4621354094608023
K2-19 b,b,7.9194,0.1357,7.74,854.0,3.502,0.86,0.93,5430.0,4.63,174.9602543,0.603596,1.4621354094608023
K2-19 c,c,11.90715,0.1357,4.86,745.0,4.371,0.86,0.93,5430.0,4.63,174.9602543,0.603596,1.4621354094608023
K2-19 d,d,2.50858,0.1357,1.22,809.0,1.93,1.01,0.99,5748.0,4.43,174.9602543,0.603596,0.9608842464483679
K2-19 b,b,7.91952,0.1357,8.2,809.0,3.237,1.01,0.99,5748.0,4.43,174.9602543,0.603596,0.9608842464483679
K2-19 b,b,7.920994,0.1357,7.34,809.0,3.2688,0.914,0.902,5345.0,4.394,174.9602543,0.603596,1.1813210706723052
K2-19 c,c,12.0028,0.1357,4.37,809.0,3.6864,0.914,0.902,5345.0,4.394,174.9602543,0.603596,1.1813210706723052
K2-19 d,d,2.5084894,0.019,1.26,809.0,2.08,0.84,0.88,5368.0,4.4905,174.9602543,0.603596,1.4847208724759748
K2-19 c,c,11.90767,0.234,4.43,809.0,3.88,0.84,0.88,5368.0,4.4905,174.9602543,0.603596,1.4847208724759748
K2-19 b,b,7.9194979,0.665,7.46,809.0,3.31,0.84,0.88,5368.0,4.4905,174.9602543,0.603596,1.4847208724759748
K2-19 d,d,2.50856,0.1357,1.14,809.0,2.7888,0.86,0.93,5430.0,4.63,174.9602543,0.603596,1.4621354094608023
K2-19 b,b,7.9194,0.1357,7.74,809.0,2.7888,0.86,0.93,5430.0,4.63,174.9602543,0.603596,1.4621354094608023
K2-19 c,c,11.90724,0.1357,4.93,809.0,3.823,1.01,0.99,5748.0,4.43,174.9602543,0.603596,0.9608842464483679
K2-19 b,b,7.91952314,0.667,2.6,809.0,3.415,0.840476,0.92,5322.0,4.5528,174.9602543,0.603596,1.5495724187127062
K2-19 d,d,2.508283,0.1357,1.15876577,809.0,2.7888,0.833805,0.895163,5391.0,4.6,174.9602543,0.603596,1.5442180972921997
K2-19 b,b,7.919493,0.1357,6.751484,809.0,2.7888,0.833805,0.895163,5391.0,4.6,174.9602543,0.603596,1.5442180972921997
K2-19 c,c,11.907625,0.1357,4.05161714,809.0,2.7888,0.833805,0.895163,5391.0,4.6,174.9602543,0.603596,1.5442180972921997
K2-19 c,c,23.81486,0.2325,4.1,809.0,3.7848,0.823,0.88,5293.0,4.4905,174.9602543,0.603596,1.5786402313122694
K2-19 b,b,7.919454,0.6673,6.67,809.0,3.2616,0.823,0.88,5293.0,4.4905,174.9602543,0.603596,1.5786402313122694
K2-19 b,b,7.91951,0.1357,2.6,809.0,2.7888,0.881,0.918,5250.0,4.5,174.9602543,0.603596,1.3425020451329563
K2-19 c,c,11.9066,0.1357,2.6,809.0,2.7888,0.881,0.918,5250.0,4.5,174.9602543,0.603596,1.3425020451329563
K2-19 b,b,7.9222,0.1357,7.0,809.0,2.7888,0.82,0.88,5322.0,4.51,174.9602543,0.603596,1.5960302375183184
K2-19 c,c,11.8993,0.1357,4.1,809.0,2.7888,0.82,0.88,5322.0,4.51,174.9602543,0.603596,1.5960302375183184
K2-19 d,d,2.5081,0.1357,1.11,809.0,2.7888,0.82,0.88,5322.0,4.51,174.9602543,0.603596,1.5960302375183184
K2-19 b,b,7.9177855286,0.61503984,6.59307857,782.72,3.150639,0.840476,0.88,5322.0,4.5528,174.9602543,0.603596,1.4821997048556321
K2-19 b,b,7.920978,0.1357,2.6,809.0,2.7888,0.86,0.93,5430.0,4.63,174.9602543,0.603596,1.4621354094608023
K2-19 b,b,7.9222,0.1357,7.0,779.0,2.7888,0.82,0.88,5322.0,4.51,174.9602543,0.603596,1.5960302375183184
K2-19 c,c,11.8993,0.1357,4.1,679.0,2.7888,0.82,0.88,5322.0,4.51,174.9602543,0.603596,1.5960302375183184
WASP-47 e,e,0.789593,0.1357,1.817,809.0,2.7888,1.11133,0.984,5576.0,4.33938,331.203092,-12.019067,0.7169122214037302
K2-37 b,b,4.4436649,0.0362,1.5,809.0,2.79,0.72,0.88,4740.0,4.4905,243.4509662,-24.7870527,2.3576817558299044
K2-31 b,b,1.2578493,0.629,7.0,809.0,0.95,0.81,0.88,5251.0,4.4905,245.4405531,-23.548273,1.6558752523798501
K2-32 b,b,8.9919156,0.375,4.79,809.0,3.57,0.72,0.88,4686.0,4.4905,252.426008,-19.5430504,2.3576817558299044
K2-32 c,c,20.660987,0.135,2.88,809.0,4.75,0.72,0.88,4686.0,4.4905,252.426008,-19.5430504,2.3576817558299044
K2-55 b,b,2.8492818,0.389,4.43,809.0,2.07,0.65,0.88,4237.0,4.4905,333.7518786,-17.2508002,3.2043695949021394
K2-265 b,b,2.3690438,0.0338,1.63,809.0,2.3,0.81,0.88,5261.0,4.4905,342.0316493,-14.4947789,1.6558752523798501
K2-36 b,b,1.4226108,0.0365,1.55,809.0,1.2,0.74,0.88,4886.0,4.4905,169.4490102,3.8665038,2.1716384024638224
K2-24 c,c,42.363493,0.44,5.59,809.0,6.69,0.77,0.88,5071.0,4.4905,242.5734559,-24.9906029,1.9275715008553598
K2-62 b,b,6.6717686,0.0831,2.18,809.0,1.58,0.69,0.88,4500.0,4.4905,334.3645089,-12.1874776,2.6787698358340264
K2-10 b,b,19.307107,0.165,3.83,809.0,3.8,0.86,0.88,5454.0,4.4905,172.1216476,1.6906217,1.3835259788446301
K2-18 b,b,32.947328,0.311,2.17,809.0,2.97,0.36,0.88,3440.0,4.4905,172.560141,7.5878315,18.861454046639235
WASP-47 b,b,4.1591739,1.27,10.5,809.0,3.63,0.86,0.88,5427.0,4.4905,331.203092,-12.019067,1.3835259788446301
K2-3 d,d,44.56115,0.0731,1.7,809.0,4.04,0.58,0.88,3927.0,4.4905,172.3353708,-1.4551364,4.510230021731109
K2-19 d,d,2.5081,0.1357,1.11,1142.0,2.7888,0.82,0.88,5322.0,4.51,174.9602543,0.603596,1.5960302375183184
K2-24 c,c,42.3633,0.1357,7.82,606.0,6.47,1.21,1.12,5743.0,4.29,242.5734559,-24.9906029,0.6322108016602308
K2-24 b,b,20.8851,0.1357,5.68,767.0,5.48,1.21,1.12,5743.0,4.29,242.5734559,-24.9906029,0.6322108016602308
K2-3 b,b,10.054544,0.1357,2.08,809.0,2.7888,0.561,0.88,5293.0,4.4905,172.3353708,-1.4551364,4.984184248843871
K2-3 c,c,24.64638,0.1357,1.69,809.0,2.7888,0.561,0.88,5293.0,4.4905,172.3353708,-1.4551364,4.984184248843871
K2-55 b,b,2.8493,0.1357,2.6,809.0,1.872,0.737576,0.669,4279.0,4.52788,333.7518786,-17.2508002,1.667269430754984
K2-19 b,b,7.91943,0.1357,7.11,913.0,2.7888,0.81,0.84,5519.0,4.4905,174.9602543,0.603596,1.5806081954534932
K2-19 c,c,11.90691,0.1357,4.31,797.0,2.7888,0.81,0.84,5519.0,4.4905,174.9602543,0.603596,1.5806081954534932
K2-19 b,b,7.919454,0.1357,7.23,809.0,2.7888,0.88,0.89,5230.0,4.52,174.9602543,0.603596,1.3059964312546959
K2-19 c,c,11.90701,0.1357,4.21,809.0,2.7888,0.88,0.89,5230.0,4.52,174.9602543,0.603596,1.3059964312546959
K2-19 b,b,7.921101,0.1357,7.46,809.0,2.7888,0.913,0.949,5390.0,4.493,174.9602543,0.603596,1.2469638974925927
K2-19 c,c,11.90727,0.1357,4.51,809.0,2.7888,0.913,0.949,5390.0,4.493,174.9602543,0.603596,1.2469638974925927
TRAPPIST-1 b,b,1.510848,0.754,1.113,400.0,0.6020314999999999,0.18003999999999998,0.14138339999999996,3092.03,4.4905,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 c,c,2.421848,0.672,1.049,342.0,0.6963,0.18003999999999998,0.14138339999999996,3092.03,4.4905,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 b,b,1.51087081,0.7266,1.086,400.1,0.6067,0.18003999999999998,0.14138339999999996,3092.03,4.4905,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 c,c,2.4218233,0.687,1.056,341.9,0.7062,0.18003999999999998,0.14138339999999996,3092.03,4.4905,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 d,d,4.04961,0.367,0.772,331.03999999999996,0.8188,0.18003999999999998,0.14138339999999996,3092.03,4.4905,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 e,e,6.099615,0.519,0.918,331.03999999999996,0.9535,0.18003999999999998,0.14138339999999996,3092.03,4.4905,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 f,f,9.20669,0.673,1.045,331.03999999999996,1.043,0.18003999999999998,0.14138339999999996,3092.03,4.4905,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 g,g,12.35294,0.782,1.127,331.03999999999996,1.14,0.18003999999999998,0.14138339999999996,3092.03,4.4905,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 h,h,20.0,0.352,0.77002,331.03999999999996,1.28,0.18003999999999998,0.14138339999999996,3092.03,4.4905,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 h,h,18.767,0.346,0.77002,331.03999999999996,1.26,0.18003999999999998,0.14138339999999996,5293.0,4.990989999999999,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 b,b,6.738783,0.8015,2.6,366.0,0.6020314999999999,0.18003999999999998,0.14138339999999996,5293.0,4.990989999999999,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 c,c,6.738783,0.729,2.6,331.03999999999996,0.6963,0.18003999999999998,0.14138339999999996,5293.0,4.990989999999999,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 b,b,6.738783,0.1357,1.121,809.0,2.7888,0.8640925,0.14138339999999996,5293.0,4.4905,346.6263919,-5.0434618,0.21913801050487366
TRAPPIST-1 c,c,6.738783,0.1357,1.095,809.0,2.7888,0.8640925,0.14138339999999996,5293.0,4.4905,346.6263919,-5.0434618,0.21913801050487366
TRAPPIST-1 d,d,6.738783,0.1357,0.784,809.0,2.7888,0.8640925,0.14138339999999996,5293.0,4.4905,346.6263919,-5.0434618,0.21913801050487366
TRAPPIST-1 e,e,6.738783,0.1357,0.91,809.0,2.7888,0.8640925,0.14138339999999996,5293.0,4.4905,346.6263919,-5.0434618,0.21913801050487366
TRAPPIST-1 f,f,6.738783,0.1357,1.046,809.0,2.7888,0.8640925,0.14138339999999996,5293.0,4.4905,346.6263919,-5.0434618,0.21913801050487366
TRAPPIST-1 g,g,6.738783,0.1357,1.148,809.0,2.7888,0.8640925,0.14138339999999996,5293.0,4.4905,346.6263919,-5.0434618,0.21913801050487366
TRAPPIST-1 h,h,6.738783,0.1357,0.773,809.0,2.7888,0.8640925,0.14138339999999996,5293.0,4.4905,346.6263919,-5.0434618,0.21913801050487366
TRAPPIST-1 b,b,1.510826,0.7378,1.116,809.0,0.6020314999999999,0.18003999999999998,0.14138339999999996,3092.03,4.990989999999999,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 c,c,2.421937,0.7123,1.097,809.0,0.7005,0.18003999999999998,0.14138339999999996,3092.03,4.990989999999999,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 d,d,4.049219,0.3676,0.788,809.0,0.8145,0.18003999999999998,0.14138339999999996,3092.03,4.990989999999999,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 e,e,6.101013,0.5012,0.92,809.0,0.9293,0.18003999999999998,0.14138339999999996,3092.03,4.990989999999999,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 f,f,9.20754,0.6465,1.045,809.0,1.048,0.18003999999999998,0.14138339999999996,3092.03,4.990989999999999,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 g,g,12.352446,0.7555,1.129,809.0,1.137,0.18003999999999998,0.14138339999999996,3092.03,4.990989999999999,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 h,h,18.772866,0.3375,0.77002,809.0,1.269,0.18003999999999998,0.14138339999999996,3092.03,4.990989999999999,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 b,b,1.51088432,0.1357,2.6,397.6,0.60515,0.18003999999999998,0.14138339999999996,3092.03,4.4905,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 c,c,2.42179346,0.1357,2.6,339.7,0.707,0.18003999999999998,0.14138339999999996,3092.03,4.4905,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 d,d,4.04978035,0.1357,2.6,331.03999999999996,0.8228,0.18003999999999998,0.14138339999999996,3092.03,4.4905,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 e,e,6.09956479,0.1357,2.6,331.03999999999996,0.9385,0.18003999999999998,0.14138339999999996,3092.03,4.4905,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 f,f,9.20659399,0.1357,2.6,331.03999999999996,1.055,0.18003999999999998,0.14138339999999996,3092.03,4.4905,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 g,g,12.3535557,0.1357,2.6,331.03999999999996,1.152,0.18003999999999998,0.14138339999999996,3092.03,4.4905,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 h,h,18.7672745,0.1357,2.6,331.03999999999996,1.271,0.18003999999999998,0.14138339999999996,3092.03,4.4905,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 b,b,1.51087,0.1357,2.6,809.0,2.7888,0.8640925,0.88,5293.0,4.4905,346.6263919,-5.0434618,1.3639610395866055
TRAPPIST-1 e,e,6.09705,0.1357,2.6,809.0,2.7888,0.8640925,0.88,5293.0,4.4905,346.6263919,-5.0434618,1.3639610395866055
TRAPPIST-1 f,f,9.2129,0.1357,2.6,809.0,2.7888,0.8640925,0.88,5293.0,4.4905,346.6263919,-5.0434618,1.3639610395866055
TRAPPIST-1 b,b,1.51094471179,1.06934882,1.20389172,802.86,0.6401499,0.18003999999999998,0.88,5780.0,4.990989999999999,346.6263919,-5.0434618,150.79108264361042
TRAPPIST-1 b,b,1.5108261,0.1357,2.6,809.0,2.7888,0.18003999999999998,0.14138339999999996,3092.03,4.990989999999999,346.6263919,-5.0434618,24.226540856630255
TRAPPIST-1 c,c,2.4219371,0.1357,2.6,809.0,2.7888,0.18003999999999998,0.14138339999999996,3092.03,4.990989999999999,346.6263919,-5.0434618,24.226540856630255
K2-180 b,b,8.867209,0.1357,2.31,731.0,2.7888,0.72,0.72,5358.0,4.58,126.4643579,10.246577,1.9290123456790125
K2-98 b,b,10.136448,0.1357,5.2,1092.0,2.7888,1.57,1.2,6172.0,4.13,126.4882114,11.5110933,0.3100860928196206
K2-105 b,b,8.267704,0.1357,3.37,814.0,2.7888,0.91,0.99,5464.0,4.51,125.4202985,13.4975122,1.3137448229828375
K2-199 b,b,3.225338,0.1357,1.87,861.0,2.7888,0.68,0.73,4648.0,4.64,208.9014508,-6.1360833,2.3216466517402803
K2-108 b,b,4.733999,0.1357,5.33,1360.0,2.7888,1.76,1.17,5599.0,4.02,123.3818484,16.419516,0.21460896412471825
K2-121 b,b,5.185761,0.1357,7.5,723.0,2.7888,0.68,0.72,4551.0,4.63,126.9366624,17.5793267,2.2898432729493177
EPIC 211945201 b,b,19.49221,0.1357,5.76,817.0,2.7888,1.39,1.17,6069.0,4.22,136.5741931,19.4020565,0.4356537543113897
K2-100 b,b,1.673833,0.1357,3.59,1748.0,2.7888,1.22,1.23,6168.0,4.35,129.6010863,20.1060074,0.6773694714535579
K2-277 b,b,6.326763,0.1357,2.07,958.0,2.7888,0.97,1.02,5741.0,4.48,202.0161895,-15.9379749,1.117596335160567
K2-280 b,b,19.895202,0.1357,7.67,744.0,2.7888,1.28,1.11,5742.0,4.26,291.5953596,-22.2477071,0.5292892456054688
K2-222 b,b,15.387063,0.1357,2.39,801.0,2.7888,1.09,1.0,6058.0,4.37,16.4625203,11.7537171,0.7721834800610642
K2-216 b,b,2.174782,0.1357,1.63,992.0,2.7888,0.69,0.74,4658.0,4.63,11.4802354,6.3470302,2.252601907405886
EPIC 220674823 b,b,0.571331,0.1357,1.82,1827.949999999999,2.7888,0.98,0.97,5617.0,4.45,13.0800239,10.7947051,1.030607994968083
EPIC 220674823 c,c,13.339079,0.1357,2.73,741.0,2.7888,0.98,0.97,5617.0,4.45,13.0800239,10.7947051,1.030607994968083
K2-216 b,b,2.1748,0.1357,1.75,1103.0,1.84,0.72,0.7,4503.0,4.57,11.4802354,6.3470302,1.875428669410151
K2-24 c,c,42.3391,0.1357,7.5,809.0,2.7888,1.16,1.07,5625.0,4.29,242.5734559,-24.9906029,0.6855037106892453
K2-389 c,c,20.851337,0.1357,2.04,809.0,5.2,1.084,0.802,5782.0,4.273,353.4175668,-9.7135814,0.6296316077905948
K2-108 b,b,4.73379,0.1357,7.56448313,809.0,2.7888,2.306381,1.28805,5414.0,3.75,123.3818484,16.419516,0.10498797688057994
K2-121 b,b,5.185759,0.1357,7.64369371,809.0,2.7888,0.686484,0.72709,4695.0,4.68,126.9366624,17.5793267,2.247485575523571
K2-110 b,b,13.86391,0.1357,2.52419159,809.0,2.7888,0.692198,0.724359,4877.0,4.51,207.3497402,-12.2849182,2.184051325364424
K2-222 b,b,15.388825,0.1357,2.22325951,809.0,2.7888,1.040375,0.950497,5934.0,4.29,16.4625203,11.7537171,0.8440749807807666
K2-229 b,b,0.58424,0.1357,1.2547759,809.0,2.7888,0.801878,0.85791,5231.0,4.59,186.8729195,-6.7218474,1.6638602043522606
K2-229 c,c,8.32801,0.1357,2.16480482,809.0,2.7888,0.801878,0.85791,5231.0,4.59,186.8729195,-6.7218474,1.6638602043522606
K2-10 b,b,19.307044,0.1357,3.73470986,809.0,2.7888,0.902012,0.958188,5638.0,4.53,172.1216476,1.6906217,1.3056109441008474
EPIC 220674823 b,b,0.571299,0.1357,1.66855539,809.0,2.7888,0.906429,0.966939,5590.0,4.54,13.0800239,10.7947051,1.2983676972416969
EPIC 220674823 c,c,13.339746,0.1357,2.70490157,809.0,2.7888,0.906429,0.966939,5590.0,4.54,13.0800239,10.7947051,1.2983676972416969
K2-388 b,b,6.339069,0.1357,3.66,809.0,3.2,0.897,0.842,5367.0,4.456,352.7139342,-11.0773564,1.1666343576841611
K2-389 b,b,8.583566,0.1357,2.118,809.0,3.1,1.084,0.802,5782.0,4.273,353.4175668,-9.7135814,0.6296316077905948
EPIC 229004835 b,b,16.140442,0.1357,2.05969274,809.0,2.7888,0.975013,0.88,5870.0,4.4,186.4860415,-1.4047214,0.9494048662329663
K2-389 c,c,20.851337,0.1357,2.04,809.0,2.7888,1.084,0.802,5782.0,4.273,353.4175668,-9.7135814,0.6296316077905948
K2-280 b,b,19.894641,0.1357,5.55493874,809.0,2.7888,1.06414,0.88,5767.0,4.47,291.5953596,-22.2477071,0.7302748892217531
WASP-47 b,b,4.1591289,0.1357,12.63,809.0,3.5722,1.137,1.04,5552.0,4.3437,331.203092,-12.019067,0.7075415444260236
WASP-47 d,d,9.03077,0.1357,3.576,809.0,4.288,1.137,1.04,5552.0,4.3437,331.203092,-12.019067,0.7075415444260236
WASP-47 e,e,0.789592,0.1357,1.81,809.0,1.899,1.137,1.04,5552.0,4.3437,331.203092,-12.019067,0.7075415444260236
WASP-47 c,c,59.84855433221,0.1357,2.6,809.0,2.7888,1.137,1.04,5552.0,4.3437,331.203092,-12.019067,0.7075415444260236
EPIC 220674823 b,b,0.571292,0.1357,1.52,1827.949999999999,1.532,0.869,0.945,5470.0,4.53,13.0800239,10.7947051,1.440033114727214
K2-229 c,c,8.32727,0.05325,2.03,750.0,2.5,0.79,0.87,5315.0,4.59,186.8729195,-6.7218474,1.7645662919160552
HD 106315 b,b,9.55804,0.03,2.32,1046.0,3.5,1.29,1.08,6277.0,4.25,183.4724742,-0.3934357,0.5031003559435018
HD 106315 c,c,21.05788,0.1,4.31,804.0,4.4,1.29,1.08,6277.0,4.25,183.4724742,-0.3934357,0.5031003559435018
K2-261 b,b,11.63344,0.2801,9.52765,1080.0,5.112,1.65,1.1,5537.0,4.21,163.0323119,0.493167,0.24487297214569945
K2-265 b,b,2.369008,0.1357,1.66165565,809.0,2.7888,0.889069,0.88,5509.0,4.49,342.0316493,-14.4947789,1.2522074101748946
K2-277 b,b,6.326674,0.1357,2.12171156,809.0,2.7888,0.946965,0.88,5733.0,4.51,202.0161895,-15.9379749,1.0362890019838669
K2-229 c,c,8.32834,0.1357,2.12,800.0,2.7888,0.793,0.837,5185.0,4.56,186.8729195,-6.7218474,1.6784402902897972
K2-127 b,b,3.588162,1.512,12.72,809.0,2.3208,0.982,0.88,5293.0,4.4905,207.0782895,-11.5889878,0.9292834630603192
K2-132 b,b,9.1708,0.1357,12.206601,1586.0,2.7888,4.11,1.19,4878.0,3.5776933,182.1662666,-8.7472172,0.017140421433414262
K2-388 b,b,6.3392677,0.1739,3.91968,922.0,3.02,0.93,0.88,5289.0,4.46,352.7139342,-11.0773564,1.0940415760663484
K2-6 b,b,30.9403,0.0724,2.44,809.0,5.28,0.8649,0.88,5293.0,4.4905,178.1921152,-1.1984418,1.3601442842747047
K2-24 b,b,20.88977,0.1357,5.4,809.0,2.7888,1.16,1.07,5625.0,4.29,242.5734559,-24.9906029,0.6855037106892453
